Code tiers bénéficiaire;Nom bénéficiaire;Montant versé;Type subvention
7287;CONFED GENERALE DU LOGEMENT CGL 31;4000.0;Fonctionnement
19855;LE PASSE MURAILLE ASSOC;3000.0;Fonctionnement
70055;JEUNE CHAMBRE ECONOMIQUE DE TOULOUSE ASSOC;1000.0;Fonctionnement
567;AGIR ET DEVENIR ASSOC;3000.0;Fonctionnement
11400;SYNDICAT FGTA FO;3347.97;Fonctionnement
72652;COMPAGNIE DES DEUX RIVES;4800.0;Fonctionnement
2384;AUDIO ET VISUEL ASSOC;20000.0;Fonctionnement
44032;RESEAU COM ASSOC;2000.0;Fonctionnement
7837;CRSU COMITE REGIONAL SPORT UNIVERSITAIRE;12500.0;Fonctionnement
1795;TOULOUSE  ST JO FOOTBALL S C ASSOC;70000.0;Fonctionnement
6742;RENCONTRES CINEMA AMERIQUE LATINE ASSOC;65130.0;Fonctionnement
13417;COLLECTIF D ASSOCIATION LE LIEN ASSOC;62244.5;Fonctionnement
2545;TOULOUSE AVIRON  SPORTS LOISIR ASSOC;75120.0;Fonctionnement
9741;EEDF ECLAIREUSES ECLAIREURS DE FRANCE;4500.0;Fonctionnement
24913;THEATRE TATTOO ASSOC;35000.0;Fonctionnement
6163;CENTRE RECHERCHE ET MEDIATION CERME ASSOC;10000.0;Fonctionnement
24402;STADE TOULOUSAIN SECT  NATATION ASSOC;20000.0;Fonctionnement
2195;SPORTIVE TOULOUSE MIRAIL BADMINTON ASSOC;800.0;Fonctionnement
26383;AIDE A LA VIEILLESSE ASSOC;1500.0;Fonctionnement
8574;DELIRES D ENCRE;7900.0;Fonctionnement
5829;LILI CATHARSIS ASSOC;7000.0;Fonctionnement
14724;KLASSMUTE;7000.0;Fonctionnement
51053;CAP NOMADE ASSOC;5920.0;Fonctionnement
7214;COMPAGNIE MONSIEUR MADAME;1500.0;Fonctionnement
1749;AREA 96 ASSOC;1000.0;Fonctionnement
56080;LA FABRIQUE A REVES ASSOC;1600.0;Fonctionnement
51051;ANIMACAO ASSOC;6000.0;Fonctionnement
20712;THEATRE  PONT NEUF ASSOC;1000.0;Investissement
21456;RAPPROCHEES ASSOC;2000.0;Fonctionnement
7026;CODEURS LPC 31;1500.0;Fonctionnement
23520;SESAME AUTISME MIDI PYRENEES ASSOC;1500.0;Fonctionnement
6208;SYNDICAT INTERCO CFDT MAIRIE TOULOUSE METROPOLE;849.33;Fonctionnement
18006;MJC PONT DES DEMOISELLES ASSOC;6720.0;Investissement
12569;LES GOURMETS DE LETTRES ASSOC;3000.0;Fonctionnement
34978;LIEU RESSOURCE FORMATION ASSOC;25000.0;Fonctionnement
48920;EQUIPE SAINT VINCENT;2000.0;Fonctionnement
25904;UNAFAM SECTION HTE GARONNE ASSOC;1600.0;Fonctionnement
11254;FOOTBALL CLUB TOAC TOEC RUGBY;130000.0;Fonctionnement
746;AJOUR 31 ASSOC;3000.0;Fonctionnement
13326;CRECHE LE HIBOU;105616.0;Fonctionnement
668;INSERTION FAMILLE ORIGI MONDE JEUNES ASSOC;163845.77;Fonctionnement
11815;GAN RACHI ASSOC;120610.86;Fonctionnement
15614;LEB LOISIRS EDUCATION BAGATELLE ASSOC;139781.64;Fonctionnement
28665;TOULOUSE UNIVERSITE CLUB ASSOC;45000.0;Fonctionnement
20349;PIANO AUX JACOBINS ASSOC;70000.0;Fonctionnement
18567;LES MUSICOPHAGES ASSOC;25000.0;Fonctionnement
2725;COLLECTIF HABITANTS DE BAGATELLE STOP LA VIOLENCE;5500.0;Fonctionnement
31109;TRESORERIE DE TOULOUSE CHU;343813.62;Fonctionnement
218;ACIDE LYRIQUE ASSOC;5500.0;Fonctionnement
13398;LIGUE DROITS DE L HOMME ASSOC;5000.0;Fonctionnement
23507;CLUB DU 3E AGE ST MARTIN DU TOUCH;1000.0;Fonctionnement
19144;OFFICE DU TOURISME DE TOULOUSE;775523.0;Fonctionnement
20202;PERSPECTIVES ASSOC;500.0;Fonctionnement
15564;L DANSE ASSOC;12050.0;Fonctionnement
13898;INSTITUT FRANCAIS;72250.0;Fonctionnement
56218;SENS DESSUS DESSOUS ASSOC;1000.0;Fonctionnement
24401;STADE TOULOUSAIN SECTION TENNIS ASSOC;76300.0;Fonctionnement
6220;UNION REGIONALE CFTC MIDI PYRENEES;789.01;Fonctionnement
1438;ANOREXIE BOULIMIE MIDI PYRENEES ASSOC;1000.0;Fonctionnement
25141;CYCLO CLUB LARDENNE SUD;500.0;Fonctionnement
7914;CENTRE CULTUREL FJEP MINIMES ASSOC;67000.0;Fonctionnement
67151;BABY NOVARS ASSOC;701712.0;Fonctionnement
6142;CERCLE LAIQUE ERNEST RENAN ASSOC;121589.21;Fonctionnement
58860;LES PETITS VIOLLET ASSOC;103152.83;Fonctionnement
1399;COMPAGNIE ROUGES LES ANGES;12000.0;Fonctionnement
24032;1 2 3 SOLEIL CLAE ASSOC;416654.87;Fonctionnement
10747;FAUTE O GRAFF;6000.0;Fonctionnement
23193;SCOUTS MUSULMANS DE FRANCE ASSOC;9000.0;Fonctionnement
3832;ALTERN MOBIL SARL;2300.37;Investissement
18887;NIDS D ANGES CRECHE LES PETITS DROLES ASSOC;77908.41;Fonctionnement
10668;CRECHE PARENTALE LA FARANDOLE;73216.0;Fonctionnement
47558;DEPARTEMENTALE FRANCAS HAUTE-GARONNE ASSOC;118127.0;Fonctionnement
4669;ECOLE DE BOWLING DES JEUNES DE TOULOUSE;1000.0;Fonctionnement
22523;TOULOUSE A C LAFOURGUETTE XV ASSOC;11000.0;Fonctionnement
62234;MISERICORDE ASSOC;203448.0;Fonctionnement
20441;PINKPONG ASSOC;10000.0;Fonctionnement
5720;CLUB CASSELARDIT FONTAINES;450.0;Fonctionnement
55254;PLUMES D ELLES ASSOC;2600.0;Fonctionnement
26393;ETUDIANTS VIETNAMIENS A TOULOUSE ASSOC;3000.0;Fonctionnement
56085;LE GEORGES BISTAKI ASSOC;10000.0;Fonctionnement
3170;BAZAR AU BAZACLE ASSOC;10000.0;Fonctionnement
25419;SOURDS DE TOLOSA ASSOC;4000.0;Fonctionnement
23756;SIPR SYND INTERCO PISCINE RAMEE;133181.0;Fonctionnement
46014;INSUFFISANTS RENAUX DE TOULOUSE ET MIDI PYRENEES ASSOC;500.0;Fonctionnement
7086;COLLECTIF CULTURE BAR BARS;15000.0;Fonctionnement
49641;PRISES RAPIDES ASSOC;2000.0;Fonctionnement
68310;MEMOIRE D AEROPOSTALE ASSOC;8000.0;Fonctionnement
9587;ISDAT;4584295.0;Fonctionnement
1677;ASS REG CONSEILLER ENTREPRISES COLLECTIV ASSOC;8000.0;Fonctionnement
26614;CENTRE TOULOUSAIN DU VOLONTARIAT ASSOC;700.0;Fonctionnement
61934;AUTISME 31 ASSOC;1500.0;Fonctionnement
19484;CLAE DES OUSTALOUS ASSOC;141655.67;Fonctionnement
25071;TENDRES CALINS ASSOC;87606.4;Fonctionnement
6171;INSTITUTO CERVANTES;15000.0;Fonctionnement
24782;ECOLE TRADITIONNELLE DE TAEKWONDO;10000.0;Fonctionnement
26192;LES PRODUCTIONS DU VENDREDI ASSOC;10000.0;Fonctionnement
60722;DES IMAGES AUX MOTS;4000.0;Fonctionnement
21049;COMITE DE COORDINATION POUR LA PROMOTION ET SOLIDARITE ASSOC;225148.37;Fonctionnement
6000;CENTRE DE DEVELOPPEMENT CHOREGRAPHIQUE TOULOUSAIN ASSOC;380000.0;Fonctionnement
11210;FONJEP FONDS COOP JEUNESSE EDUC POPULAIRE;463176.0;Fonctionnement
7138;CEC HTE GAR  CONFLITS VICTIMES GUERRE ET ANCIENS COMBATTANTS ASSOC;12000.0;Fonctionnement
18001;MJC DES PONTS JUMEAUX ASSOC;58500.0;Fonctionnement
1571;APOIRC ASSOC;77000.0;Fonctionnement
20236;PTITS POTES CRECHE VITARELLES  ASSOC;495564.81;Fonctionnement
59736;LES P TITS LOUPS DE MONTBLANC ASSOC;124800.0;Fonctionnement
19893;PATRIMOINE LANGUEDOCIENNE HLM SA;385028.34;Investissement
4145;BOIS ET CIE ASSOC;35000.0;Fonctionnement
11081;FJEP JUDO RANGUEIL;1000.0;Fonctionnement
23161;ACADEMIE DES SCIENCES ET LETTRES ASSOC;7000.0;Fonctionnement
54375;CIRQUE DE FEMMES EN TOUT GENRE ASSOC;500.0;Fonctionnement
22249;BOWLING CLUB SPORTIF ROGUET ASSOC;600.0;Fonctionnement
2208;SOC ASTRONOMIE POPULAIRE ASSOC;4500.0;Fonctionnement
22298;THEATRE GRAND ROND ASSOC;130600.0;Fonctionnement
65965;COMPAGNIE DES HUMANOPHONES ASSOC;2000.0;Fonctionnement
18642;FRANCAISE DES SCLEROSES EN PLAQUES ASSOC;500.0;Fonctionnement
56575;TOPOPHONE ASSOC;4800.0;Fonctionnement
21081;ENTRAIDE PROTESTANTE ASSOC;5000.0;Fonctionnement
20599;POINT DE FUITE ASSOC;6000.0;Fonctionnement
11646;LES FURIEUSES ASSOC;4000.0;Fonctionnement
51988;SAISON INDIENNE ASSOC;1000.0;Fonctionnement
21888;RESTAURANT DU COEUR LES RELAIS DU COEUR ASSOC;11500.0;Fonctionnement
4035;CLUB 3E AGE LES BLEUETS BONNEFOY;550.0;Fonctionnement
25506;TOULIBRE ASSOC;4000.0;Fonctionnement
14151;CRECHE LE JARDIN ENCHANTE;90366.5;Fonctionnement
25514;LES TOULOUSAINS DE TOULOUSE ET AMIS DU VIEUX TOULOUSE ASSOC;5000.0;Investissement
24410;AMICALE LAIQUE ST AGNE ASSOC;118015.07;Fonctionnement
20872;EDUCATION NOUVELLE LA PRAIRIE MERCREDIS NON CONFORMES;159343.74;Fonctionnement
25363;TITIEN GOYA FOOTBALL ASSOC;13000.0;Fonctionnement
22624;LES SACQUEBOUTIERS ASSOC;50000.0;Fonctionnement
10202;ES MA ASSOC;5000.0;Fonctionnement
2728;BAGDAM ESPACE LESBIEN ASSOC;10000.0;Fonctionnement
17732;MFPF MOUVEMENT FRANCAIS PLANNING FAMILIAL HAUTE-GARONNE ASSOC;11000.0;Fonctionnement
19707;CINEMA PARADISO;3000.0;Fonctionnement
3351;CERCLE BELLEGARDE ASSOC;680.0;Fonctionnement
46202;FOYER AMITIE ET ESPERANCE QUARTIER TROIS COCUS LES IZARDS;800.0;Fonctionnement
62364;UNION SPORTIVE ENSEIGNEMENT PREMIER DEGRE TOULOUSE ASSOC;3000.0;Fonctionnement
63781;LAZZI THEATRE ASSOC;3000.0;Fonctionnement
54650;CRESUS TOULOUSE;500.0;Fonctionnement
14009;CLEMENCE ISAURE;24000.0;Fonctionnement
70404;SPM PROD ASSOC;6000.0;Fonctionnement
25863;UDAF 31 ASSOC;6000.0;Fonctionnement
52126;NATIONALE LE REFUGE ASSOC;15000.0;Fonctionnement
49533;JULES ET JULIES ASSOC;1500.0;Fonctionnement
6761;CIRCA AUCH GERS MIDI PYRENEES ASSOC;20000.0;Fonctionnement
40817;COFRIMI CONSEIL FORMATION REAL IMMIGRA ET INTERC ASSOC;2000.0;Fonctionnement
24180;SOS AMITIE MIDI PYRENEES ASSOC;4000.0;Fonctionnement
700;CLUB AINES DE LARDENNE;1100.0;Fonctionnement
46212;FOYER ANCIENS SOUPETARD JUNCASSE SERVEYROLLES;800.0;Fonctionnement
63327;BULLES D ANGE ASSOC;17000.0;Fonctionnement
21960;REGIE MUNICIPALE GESTION THEATRE TOULOUSE SORANO JULES JULIEN;1616000.0;Fonctionnement
52208;LES PASSEURS D IMAGES ASSOC;25000.0;Fonctionnement
947;ALLEE  CLAE PATTE D OIE LAIQUE LOISIRS EDUC ENFANTS ASSOC;271580.18;Fonctionnement
257;CITES DU SECOURS CATHOLIQUE EX ASSO CITE LA MADELAINE ASSOC;234515.0;Fonctionnement
20534;PLAN 9 ASSOC;56010.0;Fonctionnement
478;FONDATION ETUDIANTE POUR LA VILLE ASSOC;99700.0;Fonctionnement
45798;EGEE ASSOC;7100.0;Fonctionnement
18595;MUTUALITE FRANCAISE HAUTE GARONNE;744891.27;Fonctionnement
14261;JERKOV MUSIQUE ASSOC;15000.0;Fonctionnement
20865;TOULOUSE PRADETTES JUDO SAMBO ASSOC;5300.0;Fonctionnement
22141;RMA PRODUCTION REYNERIE MUSIQUE ART PRODUCTION ASSOC;5000.0;Fonctionnement
12217;GEST GROUPE ETUDE SUR TRANSIDENTITE ASSOC;2500.0;Fonctionnement
5400;CAP CENTRE ASSOC;6000.0;Fonctionnement
25547;TOULOUSE LALANDE AUCAMVILLE XV TLA XV ASSOC;8000.0;Fonctionnement
16507;LOISIRS ENFANTS JEAN MACE ASSOC;405972.23;Fonctionnement
22082;LA BALADE DE RIQUET ASSOC;2000.0;Fonctionnement
49384;LES AMIS DE L ORGUE DU TEMPLE DU SALIN ASSOC;975.15;Fonctionnement
46983;AMPAR 31 ASS MIDI-PYRENEES DES ARTISANS RETRAITES ASSOC;620.0;Fonctionnement
47912;ERABLES 31;1535.0;Fonctionnement
17794;MICRO SILLONS ASSOC;3000.0;Fonctionnement
20315;PHILEMON ASSOC;1500.0;Fonctionnement
26178;EMPALOT VELO CLUB;2000.0;Fonctionnement
40556;7 ANIMES ASSOC;257279.82;Fonctionnement
23704;THEATRE LE VENT DES SIGNES ASSOC;58600.0;Fonctionnement
12101;GENEPI GROUPE ETUDE NAT ENSEIG PERS INCARCEREES ASSOC;1500.0;Fonctionnement
19791;PARLE AVEC ELLES ASSOC;10000.0;Fonctionnement
7691;CONSEIL REPRESENTATIF ASS NOIRES MIDI PYRENEES CRAN;10000.0;Fonctionnement
61522;IMAD IBN ZIATEN POUR LA JEUNESSE ET POUR LA PAIX ASSOC;3000.0;Fonctionnement
51400;CENTRE REGIONAL D EDUCATION ET DE SERVICES POUR L AUTISME ASSOC;4000.0;Fonctionnement
15920;LAS LETRAS OCCITANAS LETTRES D OC ASSOC;4000.0;Fonctionnement
13209;HEBRAICA ASSOC;10000.0;Fonctionnement
11187;THEATRE FOLAVRIL ASSOC;2500.0;Fonctionnement
10609;FAIRE FACE ENSEMBLE;500.0;Fonctionnement
56252;LES AMIS DE LA HALTE SANTE ASSOC;1000.0;Fonctionnement
3226;DES ETUDIANTS DE L ISDAT ASSOC;3500.0;Fonctionnement
21050;APIHMS PROMO  DES INTELLECTUELS HANDICAPES MOTEURS OU SENSORIELS ASSOC;1000.0;Fonctionnement
49648;LO CONGRES PERMANENT DE LA LENGA OCCITANA ASSOC;6000.0;Fonctionnement
20566;CRECHE PARENTALE PLUME D ANGE ASSOC;174536.97;Fonctionnement
7201;COMPAGNIE 111;50000.0;Fonctionnement
2552;AVL ASSOC;22757.77;Fonctionnement
46226;VACANCES FAMILLES 31 L ACCUEIL EN PLUS ASSOC;3000.0;Fonctionnement
62107;TMB TOULOUSE METROPOLE BASKET SAS;700000.0;Fonctionnement
15485;LAUZETA CHOEURS D ENFANTS DE TOULOUSE ASSOC;20000.0;Fonctionnement
1590;APSEM ASSOC SOCIO EDUCATIVE DES MIGRANTS ASSOC;11500.0;Fonctionnement
10580;FACE GRAND TOULOUSE  ASSOC;42000.0;Fonctionnement
25773;TROMBONE ASSOC;9800.0;Fonctionnement
8284;DAUPHINS DU TOEC ASSOC;261000.0;Fonctionnement
25509;TOULOUSE XIII ASSOC;80000.0;Fonctionnement
19748;ECOLE DES PARENTS ET EDUCATEURS;28464.08;Fonctionnement
9694;ECOLE DES DROITS DE L HOMME ASSOC;19000.0;Fonctionnement
2546;AVIRON TOULOUSAIN ASSOC;40000.0;Fonctionnement
47899;TEC RUGBY ASSOC;11000.0;Fonctionnement
1026;CLUB ALPIN FRANCAISE DE TOULOUSE;2000.0;Fonctionnement
2209;ASTRO BASKET CLUB ASSOC;10000.0;Fonctionnement
16003;LIBERTE AUX JOUEUSES ASSOC;8500.0;Fonctionnement
10237;L ESPERLUETTE ASSOC;4000.0;Fonctionnement
51516;ARCHIPEL ASSOC;2500.0;Fonctionnement
11558;FREQUENCE CORPORELLE;3000.0;Fonctionnement
43024;THEATRE EXTENSIBLE ASSOC;3000.0;Fonctionnement
1942;ART DU CIRQUE DES PRADETTES ASSOC;800.0;Fonctionnement
63561;COMPAGNIE POST PARTUM;1500.0;Fonctionnement
21899;RETINA FRANCE ASSOC;500.0;Fonctionnement
68592;LA LOCOMOTIVE ASSOC;4258.0;Fonctionnement
13706;ILE ENCHANTEE ASSOC;5944.84;Fonctionnement
13913;INTERACTIONS ASSOC;12000.0;Fonctionnement
14337;JOLIMONT EN FETE ASSOC;9000.0;Fonctionnement
20975;PRISM POUR LA RECHERCHE ET INFO SOCIALE ET MEDICALE ASSOC;13000.0;Fonctionnement
69397;REYNERIE MIROIR ASSOC;2000.0;Fonctionnement
39069;SYNETHIC ASSOC;8000.0;Fonctionnement
25003;TEFC TOULOUSE EMPALOT FOOT CLUB ASSOC;16500.0;Fonctionnement
71511;PASSERELLES NORD SUD;1000.0;Fonctionnement
10503;TOULOUSE OVALIE XIII RUGBY ASSOC;4000.0;Fonctionnement
61949;TIVOLLIER;34858.0;Investissement
2816;CRECHE LE BALLON;160160.0;Fonctionnement
6719;LE NID DES CIGOGNEAUX ASSOC;164736.0;Fonctionnement
25872;UFCV MIDI PYRENEES ASSOC;118287.94;Fonctionnement
2502;AVANT MARDI ASSOC;41000.0;Fonctionnement
58541;JEUNESSE SPORTIVE CITOYENNE DE TOULOUSE ASSOC;1000.0;Fonctionnement
11010;THEATRE LE FIL A PLOMB ASSOC;38000.0;Fonctionnement
7205;LA PETITE ASSOC;32000.0;Fonctionnement
10373;ETRE MOBILE C EST PERMIS;7000.0;Fonctionnement
2723;UNION SPORTIVE DE BAGATELLE ASSOC;26000.0;Fonctionnement
27642;CENTRE ACTIVITE ANATOLE FRANCE ASSOC;209759.43;Fonctionnement
14274;ACADEMIE DES JEUX FLORAUX ASSOC;5000.0;Fonctionnement
10031;ENSEMBLE A TOUT AGE;600.0;Fonctionnement
46922;ACADEMIE DU LANGUEDOC ASSOC;1000.0;Fonctionnement
46952;COLLECTIF JOB ASSOC;2000.0;Fonctionnement
7178;COMME UNE COMPAGNIE ASSOC;5000.0;Fonctionnement
25099;GLET ECOLE LA TERRASSE MIXTE ASSOC;154826.48;Fonctionnement
51846;FOYER JEUNES TRAVAILLEUSES ESPERANCE ASSOC;3166.0;Fonctionnement
37257;OPPIDEA SEM;500000.0;Investissement
13888;AIDE INSERTION ET REINTEGRATION ASSOC;2000.0;Fonctionnement
20835;ASSOC ECOLE PUBLIQUE POUVOURVILLE;115204.07;Fonctionnement
24946;TCHIN TCHINE ASSOC;47550.0;Fonctionnement
25613;TO7  TOULOUSE OUVERTURE 7 ASSOC;46000.0;Fonctionnement
25399;TOAC TOULOUSE OLYMPIQUE AEROSPATIALE CLUB ASSOC;71000.0;Fonctionnement
26906;LES ZAZOUS DU BIJOU ASSOC;22000.0;Fonctionnement
23051;SAVIM SERVICE AIDE AUX VICTIMES D INFORMATION DE MEDIATION ASSOC;255663.0;Fonctionnement
16671;MAISON DES ECHECS TOULOUSE LARDENNE ASSOC;500.0;Fonctionnement
18962;NE PERDONS PAS LE NORD ASSOC;450.0;Fonctionnement
6796;DROIT DE CITE TOULOUSE ASSOC;3000.0;Fonctionnement
49030;SPORTIVE MURET TOULOUSE HANDISPORT ASSOC;7250.0;Fonctionnement
25161;TFC TOULOUSE FOOTBALL CLUB SASP;1000000.0;Fonctionnement
14569;KARAVAN;20000.0;Fonctionnement
7565;MILLE ET UNE COULEURS ASSOC;4500.0;Fonctionnement
9627;THEATRE L ECLAT ASSOC;1500.0;Fonctionnement
6741;CINEMA ABC;38300.0;Fonctionnement
44217;SOCIETE DES ARTISTES MERIDIONAUX ASSOC;1000.0;Fonctionnement
11896;LA GARONNE EXPOSE ASSOC;1500.0;Fonctionnement
19491;L OUTIL EN MAIN ASSOC;1000.0;Fonctionnement
2025;ARTO ASS RAMONVILLE THEATRE OUVERT ASSOC;17000.0;Fonctionnement
9633;L ECLUSE ASSOC;2500.0;Fonctionnement
6895;LA CLEF ASSOC;6000.0;Fonctionnement
4609;LE BOUSTROPHEDON ASSOC;2500.0;Fonctionnement
7952;CVESMP;1500.0;Fonctionnement
44226;TERRES EN MELEES ASSOC;4000.0;Fonctionnement
6143;CERCLE LAIQUE JEAN CHAUBET ASSOC;780.0;Investissement
25691;TRAVERSE VIDEO ASSOC;10000.0;Fonctionnement
15143;LALA FARCETTE ASSOC;4000.0;Fonctionnement
2193;SPORTIVE TOULOUSE LARDENNE ASSOC;20000.0;Fonctionnement
26609;VOLANT CLUB TOULOUSAIN ASSOC;7000.0;Fonctionnement
11893;GARONNE MULTI SERVICES ASSOC;10500.0;Fonctionnement
21544;RACING CLUB MONTANE DE TOULOUSE ASSOC;6500.0;Fonctionnement
961;ALLIANCE ASSOC;4900.0;Fonctionnement
22357;ROTATION ASSOC;50000.0;Fonctionnement
62234;MISERICORDE ASSOC;200000.0;Investissement
9739;EDV EVENEMENTS ET  DIFFUSION VIDEO;6000.0;Fonctionnement
6759;CIRASTI MIDI PYRENEES ASSOC;10000.0;Fonctionnement
2484;AUXILIA ASSOC;800.0;Fonctionnement
21447;COMITE FETES RANGUEIL SAUZELONG;5000.0;Fonctionnement
67220;SOCIETE PROTECTRICE DES ANIMAUX ATPA ASSOC;54600.0;Fonctionnement
24455;SAINT CYPR QUARTIER LIBRE ASSOC;1000.0;Fonctionnement
5700;CASIT COMITE ACTION SOCIALE ISRAELITE DE TOULOUSE ASSOC;13000.0;Fonctionnement
18107;ARTISANS DU MONDE ASSOC;1500.0;Fonctionnement
14234;JEAN CALAS L EUROPE NOUS REGARDE ASSOC;500.0;Investissement
24281;SOURIRES D ENFANTS ASSOC;500.0;Fonctionnement
20377;INSTITUT PICOT DE LAPEYROUSE ASSOC;11000.0;Fonctionnement
19880;PATCH WORK ASSOC;8150.0;Fonctionnement
64613;BAJO EL MAR ASSOC;5000.0;Fonctionnement
4484;COMITE BOULISTE DEPT DE LA HAUTE GARONNE;1500.0;Fonctionnement
11217;TOULOUSE FONTAINES CLUB ASSOC;150000.0;Fonctionnement
10573;FABULAX;1000.0;Fonctionnement
26306;VEUVES ET  VEUFS DE  HAUTE GARONNE ASSOC;950.0;Fonctionnement
24037;SOLEIL POUR TOUS ASSOC;2000.0;Fonctionnement
54512;MON QUARTIER GRANDE BRETAGNE ASSOC;1000.0;Fonctionnement
24000;ACSTE CENTRES DE SOINS DE TOULOUSE ET ENVIRONS ASSOC;3000.0;Fonctionnement
64017;BIM BAM PROD ASSOC;6000.0;Fonctionnement
23260;SECOURS POPULAIRE FRANCAIS ASSOC;20000.0;Fonctionnement
6639;CHORALE LES PARADOUX;750.0;Fonctionnement
65090;UNE PLACE POUR CHACUN ASSOC;2000.0;Fonctionnement
3290;BEL AIR ASSOC;1500.0;Fonctionnement
190;ACCUEIL ET FAMILLE PLACEMENT FAMILIAL ASSOC;7200.0;Fonctionnement
16450;THEATRE  LUTIN ASSOC;1500.0;Investissement
15127;LIGUE DE L ENSEIGNEMENT 31 ASSOC;41000.0;Fonctionnement
19087;CENTRE OCCITAN MUSIQUES DANSES TRADITIONNELLES TOULOUSE ASSOC;224000.0;Fonctionnement
2795;BBB CENTRE D ART ASSOC;78500.0;Fonctionnement
6739;CINEMATHEQUE DE TOULOUSE ASSOC;600000.0;Fonctionnement
24835;LE TAMBOUR ASSOC;8500.0;Fonctionnement
28897;TOULOUSE ATHLETIC CLUB FOOTBALL ASSOC;26000.0;Fonctionnement
24774;TOULOUSE ATHLETIC CLUB TIR A L ARC ASSOC;800.0;Fonctionnement
9757;EGALITERE;5000.0;Fonctionnement
22525;TOULOUSE RUGBY XIII SA;350000.0;Fonctionnement
11598;FRMJC FEDERATION REGIONALE MJC;108952.0;Fonctionnement
2198;TOULOUSAINE RETRAITE SPORTIVE ASSOC;3000.0;Fonctionnement
21901;MUSEE POSTAL DES ANCIENS AMBULANTS ASSOC;2000.0;Fonctionnement
1552;GROUPE DES APHASIQUES TCHATCHEUR ASSOC;3000.0;Fonctionnement
10227;CENTRE TOULOUSAIN DOC ESPAGNOL ASSOC;2000.0;Fonctionnement
20617;TOULOUSE POLARS DU SUD ASSOC;40000.0;Fonctionnement
2873;EN COMPAGNIE DES BARBARES;2000.0;Fonctionnement
63734;LA COMPAGNIE DE LA TCHATCHE ASSOC;3000.0;Fonctionnement
1505;NAT DES VISITEURS DE PRISON SECTION LOCALE MURET SEYSSES ASSOC;500.0;Fonctionnement
2481;NOS AUTRES ASSOC;30000.0;Fonctionnement
18325;MOSAIKA ASSOC;13600.0;Fonctionnement
26822;YAKA POUCHKA ASSOC;4996.0;Fonctionnement
17939;COMPAGNIE DERNIERE MINUTE;7649.0;Investissement
39854;RIVES DISCOSTANZO INDUSTRIE SAS;6000.0;Investissement
6307;CHAMBRE DES METIERS  HTE GARONNE;282.0;Fonctionnement
16333;CRECHE LES PTITS LOUPS;107580.0;Fonctionnement
22087;CRECHE PARENTALE RIRES GRIMACES ASSOC;99675.35;Fonctionnement
18005;MAISON POUR TOUS MJC ANCELY ASSOC;60500.0;Fonctionnement
45742;L AIRE DES MOTS ASSOC;1700.0;Fonctionnement
10966;FFPE FEDERATION DES FEMMES POUR L EUROPE;24000.0;Fonctionnement
2033;ART REVES ACTION ARA ASSOC;14000.0;Fonctionnement
30010;ASPTT TOULOUSE ASSOC;47300.0;Fonctionnement
21199;PUPILLES ENSEIGNEMENT PUBLIC ASSOC;70599.0;Fonctionnement
21936;REYNERIE SERVICES ASSOC;48800.0;Fonctionnement
9274;MAISON DES DROITS DE L ENFANT ASSOC;8000.0;Fonctionnement
19876;LES PETITS PAS ASSOC;88802.35;Fonctionnement
14156;LES PETITS JARDINIERS ASSOC;102798.7;Fonctionnement
19256;ONIE LE GENIE ASSOC;2500.0;Fonctionnement
14303;JMF JEUNESSES MUSICALES FRANCE DELEGATION DE TOULOUSE ASSOC;5900.0;Fonctionnement
6147;FEDERATION NAT DE L AUTRE CERCLE;2500.0;Fonctionnement
14440;FONDS SOCIAL JUIF UNIFIE ASSOC;13880.0;Fonctionnement
19414;OSSSQUART ASSOC;1100.0;Fonctionnement
24111;SOMUC  SOIREES MUSICALES DU CONSERVATOIRE ASSOC;31500.0;Fonctionnement
19710;SANS PARADIS FIXE ASSOC;2000.0;Fonctionnement
11431;COMITE FRANCE AMERIQUE LATINE TOULOUSE;1500.0;Fonctionnement
5174;FEDERATION DES CALANDRETAS;4000.0;Fonctionnement
21025;PROGRESSIVE PAROLE ASSOC;7000.0;Fonctionnement
46979;HOMODONNEUR ASSOC;500.0;Fonctionnement
55722;COMPAGNIE MMCC ASSOC;1500.0;Fonctionnement
46504;SPORTS QUILLES DE HUIT DE L AMICALE AVEYRONNAISE DE TOULOUSE ASSOC;1000.0;Fonctionnement
7739;CREMATISTE DE HTE GARONNE ASSOC;300.0;Fonctionnement
69658;AUTEUIL PETITE ENFANCE ASSOC;43212.0;Fonctionnement
54892;MIGRATEURS GARONNE DORDOGNE ASSOC MIGADO;1000.0;Fonctionnement
2496;AVAC  VIVRE AUTREMENT SES CONFLITS ASSOC;5000.0;Fonctionnement
17325;MAYGETSIN ASSOC;3875.0;Fonctionnement
44227;COMITE DE JUMELAGE TOULOUSE-ATLANTA;1500.0;Fonctionnement
28680;COMPAGNIE LA VOLIERE ASSOC;2000.0;Fonctionnement
16988;MAROC AMITIE RENCONTRE OBJ CULTURE CHEZ MME PERRUCHOT ASSOC;4000.0;Fonctionnement
24289;SOUTIEN  ENSEIGNEMENT AUX ENFANTS MALADES ASEEM ASSOC;500.0;Fonctionnement
9789;ODRADEK ASSOC;4486.0;Fonctionnement
25956;UP RADIO ASSOC;3540.0;Fonctionnement
62326;TOULOUSE METROPOLE FUTSAL ASSOC;700.0;Fonctionnement
