Code tiers bénéficiaire;Nom bénéficiaire;Montant versé;Type subvention
8256;ASEER ASS SOCIO EDUCATIVE EMPALOT RANGUEIL ASSOC;53100.0;Fonctionnement
7588;COUPLE ET FAMILLE DE TOULOUSE;8500.0;Fonctionnement
2827;BALMA ST EXUPERY 31 ASSOC;15000.0;Fonctionnement
21619;REFLET 31 ASSOC;14000.0;Fonctionnement
5175;CALANDRETA DE GARONETA ASSOC;57639.55;Fonctionnement
43200;AMICALE NATIONALE DES ANCIENS ET ANCIENS COMBATTANTS DU GRAND 14 ASSOC;270.0;Fonctionnement
9154;DOMINO;3000.0;Fonctionnement
45747;FOYER 3IEME AGE BONNEFOY LAPUJADE;800.0;Fonctionnement
47883;CLUB LOISIRS ET DETENTE GRAND SELVE;700.0;Fonctionnement
46986;CLUB SAINT AGNE DU 3IEME AGE;600.0;Fonctionnement
54382;LE BELLE EQUIPE ASSOC;1500.0;Fonctionnement
339;ADEC NS ASSOC;2000.0;Fonctionnement
22862;COLLEGE GEORGE SAND;7962.0;Fonctionnement
21265;QUAD ET CIE ASSOC;2500.0;Fonctionnement
21893;LES RESTOS BEBE ASSOC;2000.0;Fonctionnement
24182;SOS FAMILLES EMMAUS ASSOC;2300.0;Fonctionnement
36736;REGIE AGRICOLE VILLE DE TOULOUSE;280000.0;Fonctionnement
8422;POUR LA DEFENSE DES FAMILLES ET DE L INDIVIDU ADFI ASSOC;1500.0;Fonctionnement
2227;ATD QUART MONDE ASSOC;1000.0;Fonctionnement
19715;PARALYSES DE FRANCE DELEGATION HAUTE GARONNE ASSOC;3500.0;Fonctionnement
46935;ENSEMBLE VOCAL RIVE GAUCHE DE TOULOUSE;1000.0;Fonctionnement
5991;COLL CONTRE NUISANCES AERIENNES TOULOUSE ASSOC;1000.0;Fonctionnement
17673;CIE MESSIEURS MESDAMES;10000.0;Fonctionnement
21780;INTER RELAIS  ASSOC;15000.0;Fonctionnement
24555;CURE DE SAINT-PIERRE M;786.65;Fonctionnement
21124;SIC ASSOCIATION DES PSYCHOLOGUES CLINICIENS ASSOC;1000.0;Fonctionnement
10841;LES AMIS DU PETIT FERDINAND ASSOC;190546.7;Fonctionnement
15955;CLAE ARMAND LEYGUES ASSOC;157238.23;Fonctionnement
4479;CRECHE BOULE DE GOMME;91520.0;Fonctionnement
9423;COMPAGNIE NELSON DUMONT;52000.0;Fonctionnement
10520;LES EXPLORATEURS CRECHE ASSOC;125510.0;Fonctionnement
19895;ACRPL CONSEILS DE RESIDANTS PATRIMOINE LANGUEDOCIENNE ASSOC;3000.0;Fonctionnement
24400;STADE TOULOUSAIN SECTION RUGBY ASSOC;554000.0;Fonctionnement
23208;ATELIER DU SCRIBE ASSOC;7000.0;Fonctionnement
13077;TOULOUSE HALTERO CLUB ASSOC;1300.0;Fonctionnement
24940;TBHC TOULOUSE BLAGNAC HOCKEY CLUB CTE BIS EN RJ ASSOC;40500.0;Fonctionnement
49721;MAGUY MARIN CIE ASSOC;8479.08;Investissement
11952;GASEL GUILLAUMET SPORTS ET LOISIRS ASSOC;181159.16;Fonctionnement
11070;FITE FESTIVAL INTERNATIONAL THEATRE ENFANTS ET JEUNES;15000.0;Fonctionnement
25072;TENDRES GALIPETTES ASSOC;109800.0;Fonctionnement
16435;CRECHE PARENTALE DANS LA LUNE;73216.0;Fonctionnement
16770;MANDALA BOUGE ASSOC;30000.0;Fonctionnement
47344;TOULOUSE ATHLETIC CLUB VOLLEY BALL ASSOC;6000.0;Fonctionnement
25861;UCJG UNION CHRET JEUNES GENS ROBERT MONNIER ASSOC;20000.0;Fonctionnement
43198;LES FILS DES TUES DE LA HAUTE GARONNE ASSOC;315.0;Fonctionnement
407;ADPAM AIDE A DOMICILE AUX PERSONNES AGEES ET MALADES ASSOC;60000.0;Fonctionnement
46200;INTERCLUBS CONCORDE 3IEME AGE;450.0;Fonctionnement
45752;CLUB 3IEME AGE CROIX DE PIERRE;650.0;Fonctionnement
7813;CROSI MIDI PYRENEES ASSOC;3500.0;Fonctionnement
2553;AVOCATS SANS FRONTIERES ASSOC;7500.0;Fonctionnement
19886;TOULOUSE CLUB PATINAGE ME CARLES ASSOC;3000.0;Fonctionnement
58460;TOUR DE ROUTE ASSOC;1000.0;Fonctionnement
30978;SAMBA RESILLE;42500.0;Fonctionnement
24821;TALENTS D OC ASSOC;1700.0;Fonctionnement
12576;JUSTE UN AVANT GOUT ASSOC;2000.0;Fonctionnement
25190;THEATRE NATIONAL TOULOUSE MIDI-PYRENEES SAS;2869429.0;Fonctionnement
292;ACTS ACTIONS CULTURELLES POUR TOUS EN SIGNES ASSOC;10000.0;Fonctionnement
65172;TOULOUSE INGENIERIE MULTIDISCIPLINAIRE ASSOC;2000.0;Fonctionnement
34197;LES VIDEOPHAGES ASSOC;23000.0;Fonctionnement
25189;THEATRE ET ORCHESTRE DU CAPITOLE;22074721.0;Fonctionnement
14608;K DANSE;25000.0;Fonctionnement
2944;ENSEMBLE BAROQUE DE TOULOUSE;79000.0;Fonctionnement
40096;ADIE DROIT A L INITIATIVE ECONOMIQUE ASSOC;38000.0;Fonctionnement
6342;CHANTIERS NOMADES;40000.0;Fonctionnement
62117;ART MANIAK ASSOC;5000.0;Fonctionnement
4720;VIA BRACHY ASSOC;9000.0;Fonctionnement
55906;DIESE 31 DIESE;10000.0;Fonctionnement
25864;UD CSF H ASSOC;5000.0;Fonctionnement
19850;THEATRE  PASSERELLE ASSOC;2500.0;Fonctionnement
23788;SI T LIBRE ASSOC;85021.0;Fonctionnement
14325;JOE J OUVRE L OEIL ASSOC;11000.0;Fonctionnement
2109;SOCIALE EDUCATIVE CULTURELLE ASSOC;12000.0;Fonctionnement
31428;CORPS ET ARTS;4800.0;Fonctionnement
14723;KLAKSON ASSOC;13000.0;Fonctionnement
16450;THEATRE  LUTIN ASSOC;15000.0;Fonctionnement
26528;VISITE DES MALADES DS ETS HOSPIT ET HOPITAUX ASSOC;500.0;Fonctionnement
19541;SOLIHA HAUTE GARONNE;129270.83;Fonctionnement
65650;LA ROULOTTE SOLIDAIRE ASSOC;200.0;Fonctionnement
63176;LA POSTE SA;6000.0;Investissement
62998;AGENCE UNIVERSITAIRE DE LA FRANCOPHONIE ASSOC;10000.0;Fonctionnement
45682;JEUNES HANDICAPAES ASSOC;10000.0;Fonctionnement
45748;CLUB DES AINES DE CROIX DAURADE;950.0;Fonctionnement
699;CLUB DES AINES DES PRADETTES;550.0;Fonctionnement
53030;DOJOTONIC;700.0;Fonctionnement
22219;RODEO FOOTBALL CLUB;100000.0;Fonctionnement
9996;ENFANFARE ASSOC;247511.0;Fonctionnement
24355;SPIRALE ASSOC;44119.2;Fonctionnement
40094;DELL ARTE ASSOC;101500.0;Fonctionnement
16798;MANIFESTE ASSOC;17660.0;Fonctionnement
7776;CRIJ CENTRE REGIONAL INFORMATION JEUNESSE;160600.0;Fonctionnement
25077;TENNIS CLUB BELLEFONTAINE ASSOC;6000.0;Fonctionnement
2042;LES ARTS RENAISSANTS ASSOC;60000.0;Fonctionnement
6722;CIMADE DE TOULOUSE GROUPE LOCAL;25000.0;Fonctionnement
20866;JEUNESSE SPORTIVE DES PRADETTES ASSOC;18000.0;Fonctionnement
18554;EOLE COLLECTIF DE MUSIQUE ACTIVE;35000.0;Fonctionnement
14070;POINT INFORMATION JEUNESSE ASSOC;29000.0;Fonctionnement
7918;CULTURES DU COEUR;12000.0;Fonctionnement
1685;ARC EN CIEL TOULOUSE ASSOC;11000.0;Fonctionnement
54988;AFRIQUE ARC EN CIEL TOULOUSE ASSOC;500.0;Fonctionnement
1216;AMIS  DU STADE TOULOUSAIN ASSOC;300000.0;Fonctionnement
45740;SPORTIVE TOULOUSE INTER GENERATION ASTIG ASSOC;750.0;Fonctionnement
7004;COCAGNE ACEPP 31;3000.0;Fonctionnement
68623;LABORATEURS PEPINERE D ARTISTES ASSOC;8000.0;Fonctionnement
66037;AQUI MACORINA ASSOC;2000.0;Fonctionnement
40278;BGE SUD OUEST ASSOC;28000.0;Fonctionnement
12667;LE MOUVEMENT GRAPHIQUE ASSOC;900.0;Fonctionnement
16651;MAIN TENDUE 31 ASSOC;4000.0;Fonctionnement
25191;THEATRE GARONNE ASSOC;157170.0;Investissement
25192;THEATRE DU PAVE ASSOC;200000.0;Fonctionnement
18563;MUSIC HALLE ASSOC;52600.0;Fonctionnement
19931;LES PETITS FRERES DES PAUVRES ASSOC;10000.0;Fonctionnement
18002;MJC CROIX DAURADE ASSOC;101921.0;Fonctionnement
24374;SPORTS ET LOISIRS ASSOC;98947.0;Fonctionnement
19120;OCT ORCHESTRE CHAMBRE TOULOUSE SARL;200000.0;Fonctionnement
16669;AVENIR NOUVELLE MAISON DES CHOMEURS ASSOC;35000.0;Fonctionnement
21983;LA RIBAMBELLE ASSOC;89650.0;Fonctionnement
25524;TOULOUSE FEMININ HANDBALL ASSOC;100000.0;Fonctionnement
1317;NEGRENEYS CURIE ASSOC;20000.0;Fonctionnement
67674;UNIVERSITE PAUL SABATIER TOULOUSE III;153335.8;Fonctionnement
25737;TOULOUSE TRIATHLON ASSOC;9000.0;Fonctionnement
7347;CONTACT HG;5000.0;Fonctionnement
42785;ENFANCE TOUTE CULTURE;67461.68;Fonctionnement
30152;FAIRE FACE ASSOC;7000.0;Fonctionnement
1415;ANIMATION BAS D IMMEUBLES ASSOC;114665.5;Fonctionnement
14272;COLLECTIF JEUNES DU MONDE;10000.0;Fonctionnement
2113;ASEI AGIR SOIGNER EDUQUER INSERER ASSOC;2127.5;Fonctionnement
25777;TROPIK FOOTBALL CLUB ASSOC;1500.0;Fonctionnement
21908;RESTER VIVRE AUX ARENES ROMAINES ASSOC;1300.0;Fonctionnement
66628;UNDERGROOV ASSOC;6000.0;Fonctionnement
11164;FNAR;420.0;Fonctionnement
62213;LIBRES MARIANNES MIDI PYRENEES ASSOC;500.0;Fonctionnement
523;AFRO EVENTS ASSOC;6000.0;Fonctionnement
26226;LES AMIS DU VERBE ASSOC;2500.0;Fonctionnement
1226;GROUPE AMITIE FRATERNITE ASSOC;7000.0;Fonctionnement
53361;BETTY BOOK PRODUCTION ASSOC;6000.0;Fonctionnement
9032;DIRE;9800.0;Fonctionnement
7770;CRICAO;15361.0;Fonctionnement
7746;CREPI CLUB REGIONAL ENTREPRISES POUR INSERTION ASSOC;144500.0;Fonctionnement
51591;TV SOL ASSOC;7300.0;Fonctionnement
24778;TOULOUSE ATHLETIC CLUB PELOTE ASSOC;3000.0;Fonctionnement
9007;DIOCESAINE DE TOULOUSE ASSOC;544.84;Fonctionnement
5426;CLUB 3EME AGE CAPITOLE;800.0;Fonctionnement
55701;ENSEMBLE VOCAL A CONTRETEMPS;500.0;Fonctionnement
5390;CANTO LAOUZETTO ASSOC;1000.0;Fonctionnement
47882;CLUB 3IEME AGE LES AINES DE LA DAURADE;550.0;Fonctionnement
45770;CLUB DETENTE EVASION LAFOURGUETTE;1200.0;Fonctionnement
7728;CREATURE ASSOC;5000.0;Fonctionnement
13359;UNE HISTOIRE ASSOC;1000.0;Fonctionnement
16089;MONSIEUR LINEA ASSOC;3000.0;Fonctionnement
18347;AUTRES MOTS ASSOC;3000.0;Fonctionnement
3355;ROSERAIE ASSOC;1000.0;Fonctionnement
6518;LES CHEMINS BUISSONNIERS ASSOC;9000.0;Fonctionnement
22995;SATUC STADE ATHLETIC TOULOUSE UNIVERSITE CLUB ASSOC;60000.0;Fonctionnement
65398;COMPAGNIE A TROIS BRANCHES D OC;2940.0;Fonctionnement
64499;NOTE ONLY ASSOC;2000.0;Fonctionnement
3861;BIG DRUM ASSOC;5000.0;Fonctionnement
19288;HABITAT TOULOUSE OFFICE PUBLIC DE L HABITAT;24404.0;Fonctionnement
63682;LIMOUZ ART PRODUCTIONS ASSOC;500.0;Fonctionnement
7196;FRANCE COMORES;2800.0;Fonctionnement
45796;PROMENADE INTER CLUB LES PROMENEURS ASSOC;800.0;Fonctionnement
5593;CARREFOUR CULTUREL ARNAUD BERNARD ASSOC;33000.0;Fonctionnement
30005;LES 198 OS ASSOC;25000.0;Fonctionnement
24367;UNION DES JEUNES SPORTIFS ASSOC;36000.0;Fonctionnement
12113;GENERATIONS SOLIDAIRES ASSOC;47000.0;Fonctionnement
6810;ECOLE CITOYENNE;16200.0;Fonctionnement
25918;UNIES POUR  REUSSIR EMPALOT ASSOC;17000.0;Fonctionnement
7798;JUDO TOULOUSE CROIX DAURADE ASSOC;3500.0;Fonctionnement
24364;CLUB TOULOUSAIN SPORT ADAPTE;2000.0;Fonctionnement
24064;SOLIDARITE JEUNESSE INTERNATIONALE ASSOC;5000.0;Fonctionnement
167;ACCEPPT ASSOC;5500.0;Fonctionnement
2514;AVENIR ETIENNE BILLIERES ASSOC;6000.0;Fonctionnement
66008;ANCIENS COMBATTANTS ET VICTIMES DE GUERRE DE L EQUIPEMENT  31 ASSOC;150.0;Fonctionnement
17810;MIDIFILM ASSOC;3000.0;Fonctionnement
1250;CLUB INTER AGE ROSERAIE AMOUROUX;800.0;Fonctionnement
1694;SOC ARCHEOLOGIQUE DU MIDI DE LA FRANCE ASSOC;3000.0;Fonctionnement
46931;ASSOSCIENCES MIDI-PYRENEES ASSOC;4000.0;Fonctionnement
19093;CTRE FORMATION PROF OCCITANIE;8000.0;Fonctionnement
20921;PRET A PORTER ASSOC;3000.0;Fonctionnement
18663;COMPAGNIE NANAQUI;3000.0;Fonctionnement
507;AFMPLR ASSOC;500.0;Fonctionnement
6753;CIPE CENTRE INFORMATION PETITE ENFANCE ASSOC;35000.0;Fonctionnement
20554;ENSEMBLE A PLECTRE DE TOULOUSE ASSOC;2000.0;Fonctionnement
51900;ITINERANCE ORALE ASSOC;2000.0;Fonctionnement
25868;SYNDICAT UECT UNSA UNION EMPLOYE;2313.65;Fonctionnement
23261;SECOURS CATHOLIQUE ASSOC;1000.0;Fonctionnement
55875;RANDO DE L ESPOIR ASSOC;500.0;Fonctionnement
13989;IRIS ASSOC;1500.0;Fonctionnement
16219;CITE LOISIRS ASSOC;262129.98;Fonctionnement
15388;LASTIKO ASSOC;15000.0;Fonctionnement
22273;TOULOUSE ROLLER HOCKEY CLUB ASSOC;8000.0;Fonctionnement
21571;REBONDS ASSOC;32000.0;Fonctionnement
46029;NEO TOULOUSE FUTSAL ASSOC;1200.0;Fonctionnement
25396;TOAC SECTION LUTTE ASSOC;7500.0;Fonctionnement
4672;BOXING CLUB TOULOUSAIN ASSOC;8500.0;Fonctionnement
47265;LA PISTA ASSOC;1500.0;Fonctionnement
11218;CLUB 3EME AGE FONTAINE BAYONNE;650.0;Fonctionnement
46146;CLUB SAN FRANCISCO;700.0;Fonctionnement
20325;STE TOULOUSAINE DE PHILOSOPHIE ASSOC;1000.0;Fonctionnement
14057;INSTITUT DE TECHNOLOGIE DES TRANSPORTS ET COMMUNICATIONS ASSOC;8200.0;Fonctionnement
45423;YAROSLAVNA ASSOC;3000.0;Fonctionnement
65299;GROUPEMENT ACTEURS DU DEVELOPPEMENT DURABLE ASSOC;5000.0;Fonctionnement
20229;CRECHE PARENTALE LES PETITES CANAILLES;77792.0;Fonctionnement
39095;CONSISTORI DEL GAI SABER ASSOC;5000.0;Fonctionnement
584;AGORA ASSOC;33000.0;Fonctionnement
51556;FA SOL MI LA FABRIQUE SOLIDAIRE DES MINIMES MAISON DES CHOMEURS ASSOC;25000.0;Fonctionnement
1144;AMBITION JEUNESSE ROYAL KI ASSOC;7000.0;Fonctionnement
20054;PENA ANDALOUZA ALMA FLAMENCA ASSOC;23000.0;Fonctionnement
55817;TOULOUSE METROPOLE PALMES ASSOC;5000.0;Fonctionnement
24776;TAC TENNIS DE TABLE ASSOC;5000.0;Fonctionnement
10040;ENTENTE TUC BALMA;10000.0;Fonctionnement
1554;APIAF PROMOTION INITIATIVE AUTONOMES DES FEMMES ASSOC;30100.0;Fonctionnement
37941;ARPADE CPVA ASSOC;122700.0;Fonctionnement
1679;DEVELOP ENFANT ADO LES ARC EN CIEL ASSOC;70661.5;Fonctionnement
52456;TOULOUSE BRONCOS XIII ASSOC;8000.0;Fonctionnement
21353;FOOTBALL CLUB BONNEFOY ASSOC;20000.0;Fonctionnement
35734;INSA TOULOUSE;6000.0;Fonctionnement
63972;CONFLUENCES;10000.0;Fonctionnement
21617;REFLETS ASSOC;8700.0;Fonctionnement
40356;VOLONTARIAT ET SOUTIEN PAR L ART ASSOC;650.0;Fonctionnement
25906;GROUPE UNBER HUMBER ASSOC;12500.0;Fonctionnement
44762;LA TRAVERSEE ASSOC;2000.0;Fonctionnement
11165;FNATH HTE GARONNE GRPT DEP ATH HTE GARONNE;2000.0;Fonctionnement
65676;LE STUDIO FRANCAIS ASSOC;1500.0;Fonctionnement
402;ADOT31  DON ORGANES TISSUS HUMAINS ASSOC;500.0;Fonctionnement
44109;10KMS DE POUVOURVILLE ASSOC;1000.0;Fonctionnement
14268;JEUNESSE AU PLEIN AIR JPA COMITE DEPARTEMENTAL ASSOC;4000.0;Fonctionnement
46535;ECLATS;5000.0;Fonctionnement
46928;LA BOITE A PANDORRE ASSOC;2000.0;Fonctionnement
6289;DES CHALETS HLM SA;24404.0;Fonctionnement
19485;ANVP  OUSTAL ASSOC;10000.0;Fonctionnement
65528;LA CARAVANE DES LANGUES ASSOC;1500.0;Fonctionnement
25097;COMITE DE LA TERRASSE ASSOC;41000.0;Fonctionnement
10170;ESCAMBIAR;35650.0;Fonctionnement
10065;L ENVOL ASSOC;228800.0;Fonctionnement
16840;MAPCU MOUVEMENT ASSOC POUR LES CULTURES URBAINES ASSOC;35000.0;Fonctionnement
10171;ESCAPADE;2800.0;Fonctionnement
8901;DIABALAD;200.0;Fonctionnement
15155;LA MAIN GAUCHE ASSOC;500.0;Investissement
1321;CRECHE AND DO ASSOC;197200.0;Fonctionnement
19569;CLAE MARCEL PAGNOL ASSOC;128939.9;Fonctionnement
7487;COSAT COMITE OEUVRE SOCIALE AGENTS DE LA VILLE DE TOULOUSE;3423595.04;Fonctionnement
20638;LA SEMAINE POLONAISE DE TOULOUSE ASSOC;3000.0;Fonctionnement
9861;LES ELEMENTS ENSEMBLE VOCAL ASSOC;100000.0;Fonctionnement
9997;LES ENFANTS TERRIBLES ASSOC;150118.0;Fonctionnement
10389;ETYMON ASSOC;20000.0;Fonctionnement
25930;UNIS CITE ASSOC;48550.0;Fonctionnement
24718;TOULOUSE NAT SYNCHRO ASSOC;20000.0;Fonctionnement
5105;LE CABRI SYNDIC FAMILLE AMOUROUX ROSERAIE ASSOC;15000.0;Fonctionnement
11537;FREDDY MOREZON PROD;13200.0;Fonctionnement
10829;COMITE FETES DU GRAND FENETRA;28100.0;Fonctionnement
7456;LE CORNET A DES ASSOC;8000.0;Fonctionnement
47123;COMPAGNIE MOLISETTI ASSOC;1200.0;Fonctionnement
13108;SPORTIVE DES HANDI TOULOUSAINS;1500.0;Fonctionnement
26578;GROUPE VOCAL RENAISSANCE ASSOC;2000.0;Fonctionnement
64971;COMITE DE QUARTIER PONTS JUMEAUX;2000.0;Fonctionnement
47173;CARREFOUR DES CULTURES ASSOC;20000.0;Fonctionnement
18003;MJC  EMPALOT ASSOC;117700.0;Fonctionnement
10014;TOUS EN JEU ASSOC;51900.0;Fonctionnement
46203;AMICALE DES AINES DE LAFOURGUETTE ASSOC;1200.0;Fonctionnement
6206;COMITE  FETES  CROIX DAURADE;2500.0;Fonctionnement
9975;ENAC LEONARD DE VINCI;8000.0;Fonctionnement
8425;DEFENSE DE FER;4000.0;Fonctionnement
9609;LA COURTE ECHELLE ASSOC;72285.0;Fonctionnement
468;AFCCC ASS FRANCAISE DES CENTRES DE CONSULTATION CONJUGALE ASSOC;4600.0;Fonctionnement
17918;DEFENSE DES MINEURS;1500.0;Fonctionnement
47322;TOULOUSE HANDBALL SASP;1000000.0;Fonctionnement
23160;SCIENCE ANIMATION MIDI PYRENEES ASSOC;60000.0;Fonctionnement
16586;CLUB EUROPE MAGHREB MIDI PYRENEES;16000.0;Fonctionnement
2130;SPORTIVE DES IZARDS ASSOC;23000.0;Fonctionnement
10001;ENFANT BLEU ENFANCE MALTRAITEE ASSOC;3500.0;Fonctionnement
1682;ARC EN CIEL ASSOC;69539.0;Fonctionnement
24486;CURE PAROISSE ST ETIENNE M;1234.77;Fonctionnement
20998;PRODUCTION DIFFUSION POUR LA JEUNESSE ASSOC;5000.0;Fonctionnement
46933;ATELIER REG PRATIQUE MUSICALE AMATEURS ASSOC;7000.0;Fonctionnement
17540;LA MENAGERIE ASSOC;5200.0;Fonctionnement
1313;FOYER DES ANCIENS PROVIDENCE BONHOURE;1100.0;Fonctionnement
46984;AMICALE 31 DE L ISICA ASSOC;400.0;Fonctionnement
45756;CLUB 3IEME AGE LES FEUILLES D AUTOMNE;600.0;Fonctionnement
156;ACADEMIE TOULOUSAINE  AMIS DE L ORIENT ASSOC;3000.0;Fonctionnement
23268;INFOS SECTES ASSOC;1500.0;Fonctionnement
20920;UNIVERSITE FEDERALE TOULOUSE MIDI-PYRENEES;33870.0;Fonctionnement
19219;JUDO OLYMPIA GYM ASSOC;3000.0;Fonctionnement
47902;TOULOUSE PIERRE PAUL RIQUET ASSOC;2000.0;Fonctionnement
25644;LA TRAME ASSOC;12600.0;Fonctionnement
5225;CALUNE ASSOC;5000.0;Fonctionnement
48017;SOL ASSOC;500.0;Fonctionnement
19321;ORCHIDEE DANSE ET MUSIQUE VIVANTES ASSOC;8000.0;Fonctionnement
55253;AVANTI POPOLO ASSOC;2500.0;Fonctionnement
5444;CAP JEUNES 31 ASSOC;2500.0;Fonctionnement
60562;COMPAGNIE  DE TREATRE A PROPOS;3200.0;Fonctionnement
17428;MEDECINS DU MONDE MIDI PYRENEES ASSOC;21000.0;Fonctionnement
46168;FOYER 3IEME AGE BAGATELLE;950.0;Fonctionnement
6246;SYNDICAT CGT FONCTION ACTIFS ET RETRAITES MAIRIE DE TOULOUSE;2846.13;Fonctionnement
23427;PRINTEMPS DE SEPTEMBRE ASSOC;471500.0;Fonctionnement
6143;CERCLE LAIQUE JEAN CHAUBET ASSOC;66000.0;Fonctionnement
39260;LES PETITS DEBROUILLARDS MIDI PY ASSOC;51400.0;Fonctionnement
26977;ZO KWE ZO ASSOC;6000.0;Fonctionnement
60710;NOUVELLE REGIE NORD;60000.0;Fonctionnement
12114;GENERATIONS REUNIES ASSOC;3000.0;Fonctionnement
17443;MEDIA  PITCHOUNES ASSOC;8000.0;Fonctionnement
17951;MIRAIL BASKET CLUB ASSOC;5000.0;Fonctionnement
13345;CLUB HIPPIQUE DE PECH DAVID;20000.0;Fonctionnement
19314;BLEUE COMME UNE ORANGE ASSOC;14000.0;Fonctionnement
1314;FOYER ANCIENS CHATEAU DE L HERS;800.0;Fonctionnement
12728;GREP MIDI PYRENEES ASSOC;8000.0;Fonctionnement
25214;LES THERESES ASSOC;3000.0;Fonctionnement
2468;ECOLE AUTONOME LAMARCK PERFECTIONNEMENT INST  MEDIC PRO;3277.5;Fonctionnement
7785;MOUVEMENT LE CRI SECTION 31 ASSOC;700.0;Fonctionnement
25684;FAMILLES DE TRAUMATISES CRANIENS;500.0;Fonctionnement
353;ADEPES ASSOC;15000.0;Fonctionnement
660;AIDONS NOUS ASSOC;2000.0;Fonctionnement
1926;Y ARRIVAREM ASSOC;800.0;Fonctionnement
50833;MIXAH ASSOC;1500.0;Fonctionnement
22086;CRECHE RIRE ET CHANSON ASSOC;92905.0;Fonctionnement
8091;ADT PAROISSE NOTRE DAME DALBADE ASSOC;617.4;Fonctionnement
25764;TUC TRIATHLON ASSOC;9000.0;Fonctionnement
11122;FLIM;4500.0;Fonctionnement
5814;CASAL CATALA DE TOULOUSE ASSOC;3500.0;Fonctionnement
19093;CTRE FORMATION PROF OCCITANIE;500.0;Investissement
16936;CRECHE PARENTALE MARIE L EAU;75577.1;Fonctionnement
10939;FESTIVAL DEODAT DE SEVERAC;30000.0;Fonctionnement
8165;CTRE D ART CHOREGRAPHIQUE POUR LE DEV DES DANSES URBAINES ASSOC;152180.0;Fonctionnement
18008;MJC PREVERT ASSOC;167993.0;Fonctionnement
18381;MOUNEDE CAVALE ASSOC;31000.0;Fonctionnement
6134;CEPIERE ACCUEIL JEUNES ASSOC;115000.0;Fonctionnement
10941;FESTIVAL LIVRE JEUNESSE MIDI PYRENEES;11300.0;Fonctionnement
2194;SPORTIVE TOULOUSE MIRAIL FOOTBALL ASSOC;42600.0;Fonctionnement
7788;LE CRI DU CHOEUR ASSOC;4000.0;Fonctionnement
7804;CROIX ROUGE FRANCAISE ASSOC;131055.8;Fonctionnement
22403;ROULEZ ROSE ASSOC;1500.0;Fonctionnement
17527;TOULOUSE MELODIE FRANCAISE ASSOC;12000.0;Fonctionnement
6637;CHORALE POPULAIRE DE TOULOUSE;1000.0;Fonctionnement
2524;LES AMIS E S D AVERROES ASSOC;3000.0;Fonctionnement
18610;FRANCAISE CONTRE LES MYOPATHIES;600.0;Fonctionnement
25514;LES TOULOUSAINS DE TOULOUSE ET AMIS DU VIEUX TOULOUSE ASSOC;25000.0;Fonctionnement
15144;COLLEGE ROSA PARKS EX COLLEGE LALANDE;30790.0;Fonctionnement
19077;ARTISTES OCCITANS ASSOC;500.0;Fonctionnement
20749;LA PORTE OUVERTE DE TOULOUSE ASSOC;3200.0;Fonctionnement
57672;GROUPE FOLKLORIQUE LOU RAMELET MOUNDI ASSOC;1500.0;Fonctionnement
179;ACCOMIP ASSOC;20000.0;Fonctionnement
9998;LES ENFANTS DU PARADIS CIE PARADIS EPROUVETTE ASSOC;2500.0;Fonctionnement
13694;IHEDN  INSTITUT DE HAUTES ETUDES DEFENSE NATIONALE ASSOC;500.0;Fonctionnement
18888;AMICALE DU NID ASSOC;7800.0;Fonctionnement
24842;TANGUEANDO ASSOC;2000.0;Fonctionnement
50252;PARTAGEONS LES JARDINS ASSOC;2000.0;Fonctionnement
65444;ENAC LATECOERE;500.0;Fonctionnement
25340;AMICALE TINTORET  DOTTIN ASSOC;1000.0;Fonctionnement
46199;CLUB 3IEME AGE COLONNE MARENGO;1100.0;Fonctionnement
19085;CONVERGENCIA OCCITANA;75000.0;Fonctionnement
24842;TANGUEANDO ASSOC;3000.0;Investissement
8165;CTRE D ART CHOREGRAPHIQUE POUR LE DEV DES DANSES URBAINES ASSOC;39845.0;Investissement
40558;7 NOTRE QUARTIER SARCOS ROBERT;500.0;Fonctionnement
14918;LA BOITE A LUTINS ASSOC;8950.0;Fonctionnement
2102;ASCGI SPORTIVE ET GYMNASE CULTURISME DES IZARDS ASSOC;4000.0;Fonctionnement
17939;COMPAGNIE DERNIERE MINUTE;50000.0;Fonctionnement
18485;TOULOUSE MULTI BOXE ASSOC;10000.0;Fonctionnement
55456;SALAMANDRE ASSOC;35000.0;Fonctionnement
45292;UNION DEP CONSOMMATION LOGEMENT ET CADRE DE VIE CLCV31 ASSOC;7000.0;Fonctionnement
16224;LOISIRS EDUCATION ET CITOYENNETE GRAND SUD LECGS ASSOC;9350.0;Fonctionnement
16418;GESTION INNOVANTE DE LUDOTHEQUE ASSOC;178020.0;Fonctionnement
53472;JUDO PASSION ASSOC;700.0;Fonctionnement
1524;IMP L ESCOLO ASSOC;3737.5;Fonctionnement
46148;AMICALE D ANCELY ASSOC;770.0;Fonctionnement
45775;CLUB ANIMATION ET ENTRAIDE 3IEME DES MINIMES;1200.0;Fonctionnement
47892;EL ISLAH ASSOC;400.0;Fonctionnement
14234;JEAN CALAS L EUROPE NOUS REGARDE ASSOC;1000.0;Fonctionnement
23999;POUR LE DEVELOPPEMENT DES SOINS PALLIATIFS ASSOC;4000.0;Fonctionnement
659;AIDES ASSOC;8000.0;Fonctionnement
21595;RECRE A JEUX ASSOC;826.0;Fonctionnement
