Section liquidation;Code tiers bénéficiaire;Nom bénéficiaire;N° SIRET;Type bénéficiaire;Montant versé en 2016
Fonctionnement;6719;LE NID DES CIGOGNEAUX ASSOC;39791651100017;Personne morale de droit privé;164736.0
Fonctionnement;6722;CIMADE DE TOULOUSE GROUPE LOCAL;40271569200040;Personne morale de droit privé;23500.0
Fonctionnement;6753;CIPE CENTRE INFORMATION PETITE ENFANCE ASSOC;31281556600020;Personne morale de droit privé;35000.0
Fonctionnement;6895;LA CLEF ASSOC;39917754200038;Personne morale de droit privé;3800.0
Fonctionnement;7155;COMBUSTIBLE ASSOC;48941728700039;Personne morale de droit privé;28000.0
Fonctionnement;7201;COMPAGNIE 111;43357667500055;Personne morale de droit privé;44460.0
Fonctionnement;7327;CONSERVATOIRE ESPACES NATURELS MIDI PYRENEES ASSOC;39071799900044;Personne morale de droit privé;7650.0
Fonctionnement;7752;CREPT FORMATION;77694516400064;Personne morale de droit privé;8400.0
Fonctionnement;7776;CRIJ CENTRE REGIONAL INFORMATION JEUNESSE;32703565500023;Personne morale de droit privé;149500.0
Fonctionnement;7813;CROSI MIDI PYRENEES ASSOC;50888079600026;Personne morale de droit privé;6300.0
Fonctionnement;7837;CRSU COMITE REGIONAL SPORT UNIVERSITAIRE;41113079200012;Personne morale de droit privé;11350.0
Fonctionnement;7914;CENTRE CULTUREL FJEP MINIMES ASSOC;31439839700013;Personne morale de droit privé;73388.0
Fonctionnement;7918;CULTURES DU COEUR;43963608500045;Personne morale de droit privé;11000.0
Fonctionnement;8284;DAUPHINS DU TOEC ASSOC;34233163400028;Personne morale de droit privé;218880.0
Fonctionnement;8425;RACING CLUB MIRAIL;49901346400015;Personne morale de droit privé;4000.0
Fonctionnement;8772;DESBALS SERVICES REGIE DE QUARTIER;39343298400036;Personne morale de droit privé;15000.0
Fonctionnement;8850;DETOURS DE CHANT ASSOC;52358066000026;Personne morale de droit privé;3000.0
Fonctionnement;9154;DOMINO;43798490900030;Personne morale de droit privé;2000.0
Fonctionnement;9289;DRUMS SUMMIT;47942411100017;Personne morale de droit privé;6840.0
Fonctionnement;9757;EGALITERE;45387264000033;Personne morale de droit privé;10000.0
Fonctionnement;9861;LES ELEMENTS ENSEMBLE VOCAL ASSOC;39082127000050;Personne morale de droit privé;101000.0
Fonctionnement;9862;ELEMEN TERRE ASSOC;50349319900031;Personne morale de droit privé;5000.0
Fonctionnement;9975;ENAC LEONARD DE VINCI;48103678800018;Personne morale de droit privé;6900.0
Fonctionnement;10031;ENSEMBLE A TOUT AGE;51335449800018;Personne morale de droit privé;500.0
Fonctionnement;10188;TOULOUSE UNIVERSITE CLUB ESCRIME ASSOC;49350172000012;Personne morale de droit privé;8600.0
Fonctionnement;10237;L ESPERLUETTE ASSOC;49861874300013;Personne morale de droit privé;3000.0
Fonctionnement;10503;TOULOUSE OVALIE XIII RUGBY ASSOC;40984952800016;Personne morale de droit privé;6200.0
Fonctionnement;10660;SPORTIVE DE LA FAOURETTE ASSOC;38532009800028;Personne morale de droit privé;21000.0
Fonctionnement;10661;TOULOUSE FAOURETTE SPORTS ASSOC;48126297000017;Personne morale de droit privé;4800.0
Fonctionnement;10668;CRECHE PARENTALE LA FARANDOLE;37920731900029;Personne morale de droit privé;73216.0
Fonctionnement;11400;SYNDICAT FGTA FO;78457821300026;Personne morale de droit privé;2657.19
Fonctionnement;11408;FRACTAL ASSOC;37852511700057;Personne morale de droit privé;2700.0
Fonctionnement;11815;GAN RACHI ASSOC;31942872800038;Personne morale de droit privé;102571.04
Fonctionnement;11822;GARAGE POUR TOUS ASSOC;52325744200021;Personne morale de droit privé;27000.0
Fonctionnement;11896;LA GARONNE EXPOSE ASSOC;49166173200017;Personne morale de droit privé;1200.0
Fonctionnement;12101;GENEPI GROUPE ETUDE NAT ENSEIG PERS INCARCEREES ASSOC;38319483400024;Personne morale de droit privé;1000.0
Fonctionnement;12526;CLUB GO SEIGEN ASSOC;42103887800029;Personne morale de droit privé;575.0
Fonctionnement;12699;HORIZONS GRECS ASSOC;52208985300017;Personne morale de droit privé;2000.0
Fonctionnement;12832;GST GROUPE SPELEOLOGIQUE DE TOULOUSE ASSOC;39096786700016;Personne morale de droit privé;740.0
Fonctionnement;13354;SOCIETE HISTOIRE NATURELLE DE TOULOUSE UPS ASSOC;41139568400011;Personne morale de droit privé;2000.0
Fonctionnement;13443;CENTRE HOSPITALIER HOTEL DIEU SAINT-JACQUES;26310012500016;Personne morale de droit public;40200.0
Fonctionnement;13672;INSTITUT D ETUDES OCCITANES SD31;38873914600040;Personne morale de droit privé;76500.0
Fonctionnement;13811;INDELEBILE ASSOC;51783612800010;Personne morale de droit privé;4200.0
Fonctionnement;13870;INNOCENTIA INVIOLATA ASSOC;45010555600010;Personne morale de droit privé;1000.0
Fonctionnement;13888;AIDE INSERTION ET REINTEGRATION;49348925600013;Personne morale de droit privé;1700.0
Fonctionnement;13946;INTERNOTES ASSOC;50186243700016;Personne morale de droit privé;5000.0
Fonctionnement;14070;SOCIO EDUCATIVE DES QUARTIERS NORD ASSOC;78807327800046;Personne morale de droit privé;24650.0
Fonctionnement;14234;JEAN CALAS L EUROPE NOUS REGARDE ASSOC;52095296100016;Personne morale de droit privé;1000.0
Fonctionnement;14274;ACADEMIE DES JEUX FLORAUX ASSOC;77694661800019;Personne morale de droit privé;4500.0
Fonctionnement;14436;TOULOUSE JUDO ASSOC;47882787600044;Personne morale de droit privé;38000.0
Fonctionnement;14723;KLAKSON ASSOC;45032803400050;Personne morale de droit privé;16000.0
Fonctionnement;14918;LA BOITE A LUTINS ASSOC;52949750500014;Personne morale de droit privé;7000.0
Fonctionnement;15143;LALA FARCETTE ASSOC;40345944900043;Personne morale de droit privé;3450.0
Fonctionnement;15719;ACADEMIE DE LEGISLATION ASSOC;52122651400011;Personne morale de droit privé;3000.0
Fonctionnement;15882;LES CURIOSITES ASSOC;51978239500015;Personne morale de droit privé;5000.0
Fonctionnement;16435;CRECHE PARENTALE DANS LA LUNE;34789262200023;Personne morale de droit privé;73206.43
Fonctionnement;16450;LE LUTIN THEATRE D IMAGES;32653358500062;Personne morale de droit privé;12900.0
Fonctionnement;16798;MANIFESTE ASSOC;43353815400017;Personne morale de droit privé;13700.0
Fonctionnement;16936;CRECHE PARENTALE MARIE L EAU;34281656800022;Personne morale de droit privé;69723.68
Fonctionnement;17428;MEDECINS DU MONDE MIDI PYRENEES ASSOC;32101874900127;Personne morale de droit privé;18900.0
Fonctionnement;17534;TOUS LES MEMES ASSOC;44150160800026;Personne morale de droit privé;10800.0
Fonctionnement;11;ASS ARTISTIQUE CHEMINOTS TOULOUSE;31212714500059;Personne morale de droit privé;1000.0
Fonctionnement;155;UNION ACADEMIES STES SAVANTES;41452699600015;Personne morale de droit privé;6500.0
Fonctionnement;156;ACADEMIE TOULOUSAINE  AMIS DE L ORIENT ASSOC;42129669000017;Personne morale de droit privé;2750.0
Fonctionnement;167;ACCEPPT ASSOC;50181017000024;Personne morale de droit privé;5000.0
Fonctionnement;188;CRECHE ACCUEIL DU GRAND ROND;33975998700011;Personne morale de droit privé;106949.44
Fonctionnement;235;ACOLYTES;44316420700039;Personne morale de droit privé;2500.0
Fonctionnement;292;ACTS ACTIONS CULTURELLES POUR TOUS EN SIGNES ASSOC;48146333900053;Personne morale de droit privé;9700.0
Fonctionnement;678;ESPACE AIKIDO ASSOC;42470864200022;Personne morale de droit privé;2750.0
Fonctionnement;700;CLUB AINES DE LARDENNE;44842030700010;Personne morale de droit privé;1100.0
Fonctionnement;1225;CLUB AMITIES LOISIRS AINES PONT DES DEMOISELLES;48301901400016;Personne morale de droit privé;750.0
Fonctionnement;1438;ANOREXIE BOULIMIE MIDI PYRENEES ASSOC;44859657700016;Personne morale de droit privé;750.0
Fonctionnement;1679;DEVELOP ENFANT ADO LES ARC EN CIEL ASSOC;40430559100012;Personne morale de droit privé;75658.5
Fonctionnement;1942;ART DU CIRQUE DES PRADETTES ASSOC;39038513600028;Personne morale de droit privé;690.0
Fonctionnement;2015;ARTIVITY ASSOC;40848210700013;Personne morale de droit privé;10900.0
Fonctionnement;2103;ASCM SPORTIVE ET CULTURELLE DE MONTAUDRAN ASSOC;34257681600017;Personne morale de droit privé;56304.0
Fonctionnement;2154;SPORT QUILLES TOULOUSAIN ASSOC;49018462900015;Personne morale de droit privé;500.0
Fonctionnement;2208;SOC ASTRONOMIE POPULAIRE ASSOC;77688222700023;Personne morale de droit privé;4500.0
Fonctionnement;2227;ATD QUART MONDE ASSOC;77566314900273;Personne morale de droit privé;1400.0
Fonctionnement;2454;AUTEUIL FONDATION - ATELIER RELAIS OSEE;77568879900011;Personne morale de droit privé;2000.0
Fonctionnement;2481;NOS AUTRES ASSOC;49063274200048;Personne morale de droit privé;17280.0
Fonctionnement;2502;AVANT MARDI ASSOC;35408547400030;Personne morale de droit privé;55760.0
Fonctionnement;2545;TOULOUSE AVIRON  SPORTS LOISIR ASSOC;38213592900026;Personne morale de droit privé;67500.0
Fonctionnement;2795;BBB CENTRE D ART ASSOC;39247759200035;Personne morale de droit privé;59520.0
Fonctionnement;3026;STADE TOULOUSAIN BASEBALL ASSOC;40370993400026;Personne morale de droit privé;16750.0
Fonctionnement;3170;BAZAR AU BAZACLE ASSOC;51497191000013;Personne morale de droit privé;8600.0
Fonctionnement;3233;BEBES DAUPHINS TOULOUSAINS ASSOC;38155482300017;Personne morale de droit privé;1900.0
Fonctionnement;3235;COLLEGE BECANNE MAURICE;19311231500018;Personne morale de droit public;5845.0
Fonctionnement;3953;OUI BIZARRE ASSOC;41439445200034;Personne morale de droit privé;15850.0
Fonctionnement;3954;BIZ ART POPULAIRE ASSOC;44950222800025;Personne morale de droit privé;21600.0
Fonctionnement;4669;ECOLE DE BOWLING DES JEUNES DE TOULOUSE;42385736600011;Personne morale de droit privé;500.0
Fonctionnement;5125;CTRE D ACCUEIL D ENFANTS DE TOULOUSE;39358548400024;Personne morale de droit privé;130192.36
Fonctionnement;5174;FEDERATION DES CALANDRETAS;38308557800052;Personne morale de droit privé;3450.0
Fonctionnement;5175;CALANDRETA DE GARONETA ASSOC;35078972300037;Personne morale de droit privé;35623.78
Fonctionnement;5444;CAP JEUNES 31 ASSOC;50501611300019;Personne morale de droit privé;3000.0
Fonctionnement;5720;CLUB CASSELARDIT FONTAINES;50121489400013;Personne morale de droit privé;450.0
Fonctionnement;5814;CASAL CATALA DE TOULOUSE ASSOC;39400986400015;Personne morale de droit privé;3500.0
Fonctionnement;5985;CCIT CHAMBRE COMMERCE INDUSTRIE DE TOULOUSE;18310002300013;Personne morale de droit public;107130.0
Fonctionnement;6208;SYNDICAT INTERCO CFDT MAIRIE TOULOUSE METROPOLE;;Personne morale de droit privé;998.55
Fonctionnement;6220;UNION REGIONALE CFTC MIDI PYRENEES;38359620200028;Personne morale de droit privé;649.11
Fonctionnement;6307;CHAMBRE DES METIERS ET DE L ARTISANAT HAUTE GARONNE;18310005600039;Personne morale de droit public;9000.0
Fonctionnement;6570;CONVIVENCIA ASSOC;37929542100034;Personne morale de droit privé;23000.0
Fonctionnement;6623;CHOEUR FRANCOSLAVE DE TOULOUSE;47985636100015;Personne morale de droit privé;1300.0
Fonctionnement;6739;CINEMATHEQUE DE TOULOUSE ASSOC;32401892800030;Personne morale de droit privé;545600.0
Fonctionnement;6761;CIRCA AUCH GERS MIDI PYRENEES ASSOC;34778764000056;Personne morale de droit privé;17300.0
Fonctionnement;6863;CLASSISCO POUR LA MUSIQUE A L ECOLE ASSOC;44324608700029;Personne morale de droit privé;7465.0
Fonctionnement;7026;CODEURS LPC 31;50853336100020;Personne morale de droit privé;1000.0
Fonctionnement;7086;COLLECTIF CULTURE BAR BARS;53216150200036;Personne morale de droit privé;13000.0
Fonctionnement;7178;COMME UNE COMPAGNIE ASSOC;52158651100029;Personne morale de droit privé;5000.0
Fonctionnement;7286;CONFED NAT LOGEMENT FED 31;77694966100057;Personne morale de droit privé;5200.0
Fonctionnement;7482;CORRIDA PEDESTRE DE TOULOUSE ASSOC;51214599600017;Personne morale de droit privé;5000.0
Fonctionnement;7611;COLLECTIF AEPS COURREGE ASSOC;44249200500024;Personne morale de droit privé;205642.5
Fonctionnement;7746;CREPI CLUB REGIONAL ENTREPRISES POUR INSERTION ASSOC;39441576400056;Personne morale de droit privé;76600.0
Fonctionnement;7798;JUDO TOULOUSE CROIX DAURADE ASSOC;39945201000024;Personne morale de droit privé;3300.0
Fonctionnement;8574;DELIRES D ENCRE ASSOC;44789148200021;Personne morale de droit privé;9480.0
Fonctionnement;9633;L ECLUSE ASSOC;52981352900011;Personne morale de droit privé;4000.0
Fonctionnement;9646;ECOLE ET NOUS;48004298500022;Personne morale de droit privé;20000.0
Fonctionnement;9671;THEATRE  L ECOUTILLE ASSOC;50267968100010;Personne morale de droit privé;1660.0
Fonctionnement;9741;ECLAIREUSES ECLAIREURS FRANCE ASSOC;77567559801556;Personne morale de droit privé;500.0
Fonctionnement;9998;LES ENFANTS DU PARADIS CIE PARADIS EPROUVETTE ASSOC;37878829300041;Personne morale de droit privé;2000.0
Fonctionnement;10014;TOUS EN JEU ASSOC;43507419000032;Personne morale de droit privé;59900.0
Fonctionnement;10040;ENTENTE TUC BALMA;42061280600034;Personne morale de droit privé;9500.0
Fonctionnement;10362;ETOILE SPORTIVE ST SIMON;38867971400039;Personne morale de droit privé;32000.0
Fonctionnement;10404;EUROCHORUS ASSOC;49406664000025;Personne morale de droit privé;2700.0
Fonctionnement;10834;FEPEB FOYER EDUC POPULAIRE ETIENNE BILLIERES;47956867700039;Personne morale de droit privé;30648.0
Fonctionnement;11164;FNAR;32160675800027;Personne morale de droit privé;260.0
Fonctionnement;11537;FREDDY MOREZON PROD;47872189700021;Personne morale de droit privé;11900.0
Fonctionnement;11893;GARONNE MULTI SERVICES;41349237200029;Personne morale de droit privé;10500.0
Fonctionnement;12636;GESTION DES ACTIVITES AU GRAND SELVE ASSOC;38472007400010;Personne morale de droit privé;162330.22
Fonctionnement;12667;LE MOUVEMENT GRAPHIQUE ASSOC;45311937200028;Personne morale de droit privé;1000.0
Fonctionnement;13107;COMITE REGIONAL MIDI PYRENEES HANDISPORT;41788857500012;Personne morale de droit privé;4500.0
Fonctionnement;13209;HEBRAICA ASSOC;41984304000017;Personne morale de droit privé;8600.0
Fonctionnement;13326;CRECHE LE HIBOU;34214355900017;Personne morale de droit privé;99067.28
Fonctionnement;13531;CLUB DE LOISIRS BONNE HUMEUR 3EME AGE;50277853300013;Personne morale de droit privé;530.0
Fonctionnement;13740;FRANCO IMAZIGHEN KABYLIE AFRIKA 31;49313896000023;Personne morale de droit privé;4000.0
Fonctionnement;13898;INSTITUT FRANCAIS;52971592200025;Personne morale de droit public;2750.0
Fonctionnement;13913;INTERACTIONS;41476274000028;Personne morale de droit privé;10500.0
Fonctionnement;14065;COMPAGNIE HEDDY MAALEM;38074169400042;Personne morale de droit privé;59520.0
Fonctionnement;14273;JEUNE ENTENTE TOULOUSAINE ASSOC;49231592400018;Personne morale de droit privé;18000.0
Fonctionnement;14303;JMF JEUNESSES MUSICALES FRANCE TOULOUSE;53983760900012;Personne morale de droit privé;3460.0
Fonctionnement;15144;COLLEGE ROSA PARKS EX COLLEGE LALANDE;19311265300012;Personne morale de droit public;20660.0
Fonctionnement;15388;LASTIKO ASSOC;43981467400032;Personne morale de droit privé;9600.0
Fonctionnement;15564;L DANSE;49322243400026;Personne morale de droit privé;19050.0
Fonctionnement;15614;LEB LOISIRS EDUCATION BAGATELLE ASSOC;33984401100017;Personne morale de droit privé;130268.17
Fonctionnement;15920;LAS LETRAS OCCITANAS LETTRES D OC ASSOC;51284858100025;Personne morale de droit privé;3600.0
Fonctionnement;16418;GESTION INNOVANTE DE LUDOTHEQUE ASSOC;50048958800029;Personne morale de droit privé;178020.0
Fonctionnement;16770;MANDALA BOUGE ASSOC;48140108100015;Personne morale de droit privé;5000.0
Fonctionnement;16840;MAPCU MOUVEMENT ASSOC POUR LES CULTURES URBAINES ASSOC;51310414100033;Personne morale de droit privé;48700.0
Fonctionnement;17325;MAYGETSIN ASSOC;50316515100021;Personne morale de droit privé;4025.0
Fonctionnement;17529;CHORALE MELODY;48369302400018;Personne morale de droit privé;320.0
Fonctionnement;18002;MJC CROIX DAURADE ASSOC;31687907100017;Personne morale de droit privé;92550.0
Fonctionnement;18031;MOBILITE GARAGE SOLIDAIRE;51002242900037;Personne morale de droit privé;36000.0
Fonctionnement;18198;LES PASSIONS ORCHESTRE BAROQUE DE MONTAUBAN;38353303100027;Personne morale de droit privé;4300.0
Fonctionnement;18559;LES ATELIERS MUSICAUX ASSOC;32203069300038;Personne morale de droit privé;45400.0
Fonctionnement;18663;COMPAGNIE NANAQUI;44468128200018;Personne morale de droit privé;7980.0
Fonctionnement;18959;NORD LOISIRS ASSOC;34458333100014;Personne morale de droit privé;189799.0
Fonctionnement;19092;RADIO OCCITANIA ASSOC;34884555300018;Personne morale de droit privé;3000.0
Fonctionnement;19321;ORCHIDEE DANSE ET MUSIQUE VIVANTES ASSOC;39001662400038;Personne morale de droit privé;6910.0
Fonctionnement;19477;LES OURS TOULOUSE FOOTBALL AMERICAIN ASSOC;44989797400035;Personne morale de droit privé;26400.0
Fonctionnement;19484;CLAE DES OUSTALOUS ASSOC;40958474500015;Personne morale de droit privé;136033.33
Fonctionnement;19485;L OUSTAL;40103278400019;Personne morale de droit privé;15766.33
Fonctionnement;478;FONDATION ETUDIANTE POUR LA VILLE ASSOC;39032205500034;Personne morale de droit privé;107200.0
Fonctionnement;659;AIDES ASSOC;34949617400047;Personne morale de droit privé;6900.0
Fonctionnement;845;ALCHIMIE DU JEU;50229442400028;Personne morale de droit privé;19600.0
Fonctionnement;947;ALLEE  CLAE PATTE D OIE LAIQUE LOISIRS EDUC ENFANTS ASSOC;40101893200012;Personne morale de droit privé;268094.95
Fonctionnement;1216;AMIS  DU STADE TOULOUSAIN ASSOC;45025846200016;Personne morale de droit privé;250600.0
Fonctionnement;1286;LES ANACHRONIQUES ASSOC;42006594800036;Personne morale de droit privé;5500.0
Fonctionnement;1537;ASS POUR LA PROMOTION CULTURE ET ARTS;38536944200038;Personne morale de droit privé;26230.0
Fonctionnement;1554;APIAF PROMOTION INITIATIVE AUTONOMES DES FEMMES ASSOC;33140764300021;Personne morale de droit privé;26400.0
Fonctionnement;1571;APOIRC ASSOC;50990003100014;Personne morale de droit privé;43200.0
Fonctionnement;1590;APSEM ASSOC SOCIO EDUCATIVE DES MIGRANTS ASSOC;33214960800025;Personne morale de droit privé;23000.0
Fonctionnement;1926;Y ARRIVAREM ASSOC;50809290500019;Personne morale de droit privé;800.0
Fonctionnement;2001;ARTILECT ASSOC;51311307600030;Personne morale de droit privé;4980.0
Fonctionnement;2056;ARTS ET OC ASSOC;40009905700012;Personne morale de droit privé;2900.0
Fonctionnement;2102;SPORTIVE GYMNASTE CULTURISME IZARDS ASSOC;44952175600014;Personne morale de droit privé;5240.0
Fonctionnement;2107;ASEAT SPORTIVE CTRE ESSAIS AERONAUTIQUE ASSOC;77694566900039;Personne morale de droit privé;4800.0
Fonctionnement;2524;LES AMIS E S D AVERROES;50373342000023;Personne morale de droit privé;3000.0
Fonctionnement;2723;UNION SPORTIVE DE BAGATELLE;38115315400012;Personne morale de droit privé;22000.0
Fonctionnement;2854;BANQUE ALIMENTAIRE TOULOUSE ET SA REGION ASSOC;33983901100048;Personne morale de droit privé;33000.0
Fonctionnement;2944;ENSEMBLE BAROQUE DE TOULOUSE;42907924700020;Personne morale de droit privé;53130.0
Fonctionnement;3032;TOULOUSE BASKET CLUB;47804670900026;Personne morale de droit privé;58520.0
Fonctionnement;3339;BELL ARC EN CIEL ASSOC;43831829700027;Personne morale de droit privé;9000.0
Fonctionnement;3355;ROSERAIE ASSOC;44466466800019;Personne morale de droit privé;810.0
Fonctionnement;3837;BIDIBULLES ASSOC;44877188100035;Personne morale de droit privé;403224.0
Fonctionnement;4198;LOISIRS BONHOURE ASSOC;35048999300013;Personne morale de droit privé;134248.94
Fonctionnement;4484;COMITE BOULISTE DEPT DE LA HAUTE GARONNE;44107923300017;Personne morale de droit privé;1500.0
Fonctionnement;4673;BOXING TOULOUSE BAGATELLE ASSOC;42007341300015;Personne morale de droit privé;25000.0
Fonctionnement;4702;TOULOUSE B BOYING CLUB ASSOC;50920785800028;Personne morale de droit privé;5000.0
Fonctionnement;4720;VIA BRACHY ASSOC;44231311000037;Personne morale de droit privé;10000.0
Fonctionnement;4981;AMICALE LAIQUE BUFFON ASSOC;38128358900020;Personne morale de droit privé;234627.44
Fonctionnement;5225;CALUNE ASSOC;42158516700032;Personne morale de droit privé;7000.0
Fonctionnement;5363;CANOE KAYAK TOULOUSAIN ASSOC;42162607800016;Personne morale de droit privé;7700.0
Fonctionnement;5457;CRECHE LE CAPPE;39236680300030;Personne morale de droit privé;132704.0
Fonctionnement;5686;LA CASE DE SANTE ASSOC;48784677600010;Personne morale de droit privé;25000.0
Fonctionnement;5700;CASIT COMITE ACTION SOCIALE ISRAELITE DE TOULOUSE ASSOC;40078015100033;Personne morale de droit privé;9000.0
Fonctionnement;6112;CENTRE POLYVALENT JEAN RIEUX CRECHE HALTE GARDERIE ASSOC;32162815800016;Personne morale de droit privé;226732.5
Fonctionnement;6143;CERCLE LAIQUE JEAN CHAUBET ASSOC;33983913600019;Personne morale de droit privé;57356.0
Fonctionnement;6342;CHANTIERS NOMADES;50108707600037;Personne morale de droit privé;34560.0
Fonctionnement;6518;LES CHEMINS BUISSONNIERS ASSOC;42957138300026;Personne morale de droit privé;13600.0
Fonctionnement;6742;RENCONTRES CINEMA AMERIQUE LATINE;39318891700040;Personne morale de droit privé;63444.0
Fonctionnement;7287;CONFED GENERALE DU LOGEMENT CGL 31;78418027500090;Personne morale de droit privé;3460.0
Fonctionnement;7347;CONTACT HG;48483545900013;Personne morale de droit privé;4800.0
Fonctionnement;7691;CONSEIL REPRESENTATIF ASS NOIRES MIDI PYRENEES CRAN;49387682500016;Personne morale de droit privé;10560.0
Fonctionnement;7770;CRICAO;43490474400027;Personne morale de droit privé;22280.0
Fonctionnement;7897;TOULOUSE METROPOLE;24310051800170;Personne morale de droit public;13516.0
Fonctionnement;8091;ADT PAROISSE NOTRE DAME DALBADE ASSOC;45300244600012;Personne morale de droit privé;615.87
Fonctionnement;8165;CTRE D ART CHOREGRAPHIQUE POUR LE DEV DES DANSES URBAINES ASSOC;43186364600029;Personne morale de droit privé;62200.0
Fonctionnement;9007;DIOCESAINE DE TOULOUSE ASSOC;34522173300024;Personne morale de droit privé;543.49
Fonctionnement;9032;DIRE;48096720700022;Personne morale de droit privé;11950.0
Fonctionnement;9694;ECOLE DES DROITS DE L HOMME ASSOC;49379812800036;Personne morale de droit privé;11600.0
Fonctionnement;9783;EHEO ENFANT HANDICAPE ESPOIR OSTEOPATHIQUE ASSOC;40128189400030;Personne morale de droit privé;800.0
Fonctionnement;9963;EMPALOT SERVICES PLUS REGIE DE QUARTIER;40336643800022;Personne morale de droit privé;96100.0
Fonctionnement;10065;L ENVOL ASSOC;39147600900090;Personne morale de droit privé;300200.0
Fonctionnement;10363;ETOILE SPORTIVE DE CASSELARDIT;44132938000014;Personne morale de droit privé;4800.0
Fonctionnement;10371;ET QUI LIBRE MARIONNETTISSIMO;48286120000020;Personne morale de droit privé;10200.0
Fonctionnement;10373;ETRE MOBILE C EST PERMIS;52955579900038;Personne morale de droit privé;15000.0
Fonctionnement;10939;FESTIVAL DEODAT DE SEVERAC;39497477800018;Personne morale de droit privé;25920.0
Fonctionnement;10941;FESTIVAL LIVRE JEUNESSE OCCITANIE;44446126300014;Personne morale de droit privé;8200.0
Fonctionnement;11010;THEATRE LE FIL A PLOMB ASSOC;42068276700025;Personne morale de droit privé;33680.0
Fonctionnement;11081;FJEP JUDO RANGUEIL;40251153900015;Personne morale de droit privé;1300.0
Fonctionnement;11431;COMITE FRANCE AMERIQUE LATINE TOULOUSE;44930713100036;Personne morale de droit privé;1500.0
Fonctionnement;12637;GRANDS INTERPRETES ASSOC;34475874300027;Personne morale de droit privé;118250.0
Fonctionnement;13108;SPORTIVE DES HANDI TOULOUSAINS;50878568000010;Personne morale de droit privé;1450.0
Fonctionnement;13297;AS HERSOISE ASSOC;44808120800028;Personne morale de droit privé;22000.0
Fonctionnement;13694;IHEDN  INSTITUT DE HAUTES ETUDES DEFENSE NATIONALE ASSOC;44898315500012;Personne morale de droit privé;480.0
Fonctionnement;13832;DEPARTEMENTALE INFIRMES MOTEURS;43267818300018;Personne morale de droit privé;1500.0
Fonctionnement;13887;GIHP GROUPE INSERTION PERSONNES HANDICAPES PHYSIQUES ASSOC;38401346200021;Personne morale de droit privé;2200.0
Fonctionnement;14008;CRECHE CLEMENCE ISAURE;33216069600040;Personne morale de droit privé;223699.84
Fonctionnement;14213;UN PAVE DANS LE JAZZ ASSOC;44523215000034;Personne morale de droit privé;9600.0
Fonctionnement;14446;UNION SPORTIVE TLSE JULES JULIEN XIII ASSOC;39990064600015;Personne morale de droit privé;6120.0
Fonctionnement;14724;KLASSMUTE;34308045300032;Personne morale de droit privé;6000.0
Fonctionnement;14836;AYME KUNC ASSOC;51996674100018;Personne morale de droit privé;3000.0
Fonctionnement;15480;COLLEGE TOULOUSE LAUTREC;19311112700018;Personne morale de droit public;7240.0
Fonctionnement;16003;LIBERTE AUX JOUEUSES ASSOC;49761926200015;Personne morale de droit privé;8160.0
Fonctionnement;16332;LOU PITCHOUN ASSOC;34349973700017;Personne morale de droit privé;71893.0
Fonctionnement;16333;CRECHE LES PTITS LOUPS;44769401900020;Personne morale de droit privé;176067.71
Fonctionnement;16669;AVENIR NOUVELLE MAISON DES CHOMEURS ASSOC;44012166300023;Personne morale de droit privé;36000.0
Fonctionnement;16671;MAISON DES ECHECS TOULOUSE LARDENNE ASSOC;44829798600037;Personne morale de droit privé;500.0
Fonctionnement;17250;LA COMPAGNIE DU PETIT MATIN ASSOC;44932848300010;Personne morale de droit privé;5150.0
Fonctionnement;17536;LA MEMOIRE DANS TOUS SES ETATS ASSOC;45204589100010;Personne morale de droit privé;1450.0
Fonctionnement;17601;MERCI ASSOC;40882411800058;Personne morale de droit privé;62600.0
Fonctionnement;17732;MFPF MOUVEMENT FRANCAIS PLANNING FAMILIAL HAUTE-GARONNE ASSOC;49040073600024;Personne morale de droit privé;10540.0
Fonctionnement;17939;COMPAGNIE DERNIERE MINUTE;45054912600032;Personne morale de droit privé;53000.0
Fonctionnement;18005;MAISON POUR TOUS MJC ANCELY ASSOC;32953270900030;Personne morale de droit privé;52320.0
Fonctionnement;18563;MUSIC HALLE ASSOC;33964468400039;Personne morale de droit privé;63600.0
Fonctionnement;18595;MUTUALITE FRANCAISE HAUTE GARONNE;77695052900011;Personne morale de droit privé;857618.98
Fonctionnement;18607;MYCOLOGIQUE DE TOULOUSE ASSOC;50794660600013;Personne morale de droit privé;2000.0
Fonctionnement;18888;AMICALE DU NID ASSOC;77572367900343;Personne morale de droit privé;25200.0
Fonctionnement;19093;CTRE FORMATION PROF OCCITANIE;41467807800026;Personne morale de droit privé;11000.0
Fonctionnement;19342;TOULOUSE LES ORGUES ASSOC;43237106000034;Personne morale de droit privé;178440.0
Fonctionnement;19414;OSSSQUART ASSOC;49092161600010;Personne morale de droit privé;1100.0
Fonctionnement;19532;PACE  PHOTOGRAPHIE  CHATEAU EAU ASSOC;33859301500013;Personne morale de droit privé;449280.0
Fonctionnement;19569;CLAE MARCEL PAGNOL ASSOC;41221114600029;Personne morale de droit privé;124493.39
Fonctionnement;19699;COMITE DE QUARTIER PAPUS TABAR BORDELONGUE;49292484000027;Personne morale de droit privé;1200.0
