Section liquidation;Code tiers bénéficiaire;Nom bénéficiaire;N° SIRET;Type bénéficiaire;Montant versé en 2016
Fonctionnement;19707;CINEMA PARADISO;47841760300014;Personne morale de droit privé;4000.0
Fonctionnement;19759;PAR HAZ ART ASSOC;44144192000051;Personne morale de droit privé;8800.0
Fonctionnement;19818;LA PART MANQUANTE ASSOC;42256377500036;Personne morale de droit privé;2500.0
Fonctionnement;19850;THEATRE  PASSERELLE ASSOC;32834983200068;Personne morale de droit privé;2500.0
Fonctionnement;20067;SKI CLUB DE LA PENICHE ASSOC;33476627600011;Personne morale de droit privé;1480.0
Fonctionnement;20226;PETIT BOIS COMPAGNIE ASSOC;40325096200020;Personne morale de droit privé;10950.0
Fonctionnement;20229;CRECHE PARENTALE LES PETITES CANAILLES;38348446600016;Personne morale de droit privé;74156.64
Fonctionnement;19715;PARALYSES DE FRANCE DELEGATION HAUTE GARONNE ASSOC;77568873208429;Personne morale de droit privé;3500.0
Fonctionnement;20054;PENA ANDALUZA ALMA FLAMENCA;42871982700019;Personne morale de droit privé;4500.0
Fonctionnement;20315;PHILEMON ASSOC;38745304600022;Personne morale de droit privé;1350.0
Fonctionnement;20534;PLAN 9 ASSOC;49404416700026;Personne morale de droit privé;61540.0
Fonctionnement;20580;CAVE POESIE DE TOULOUSE ASSOC;35201175300014;Personne morale de droit privé;91900.0
Fonctionnement;20835;ASSOC ECOLE PUBLIQUE POUVOURVILLE;38014103600026;Personne morale de droit privé;98395.55
Fonctionnement;20872;EDUCATION NOUVELLE LA PRAIRIE MERCREDIS NON CONFORMES;77694443100019;Personne morale de droit privé;140021.66
Fonctionnement;21049;COMITE DE COORDINATION POUR LA PROMOTION ET SOLIDARITE;77695198000072;Personne morale de droit privé;171299.68
Fonctionnement;21050;APIHMS PROMO  DES INTELLECTUELS HANDICAPES MOTEURS OU SENSORIELS ASSOC;38445508500025;Personne morale de droit privé;700.0
Fonctionnement;21125;SOS SURDUS ASSOC;53536326100012;Personne morale de droit privé;500.0
Fonctionnement;21544;RACING CLUB MONTANE DE TOULOUSE ASSOC;44810834000010;Personne morale de droit privé;5500.0
Fonctionnement;21618;ASSOCIATION REFLET;39276070800017;Personne morale de droit privé;25500.0
Fonctionnement;21901;MUSEE POSTAL DES ANCIENS AMBULANTS ASSOC;40173964400011;Personne morale de droit privé;2000.0
Fonctionnement;21936;REYNERIE SERVICES;38362867400038;Personne morale de droit privé;43800.0
Fonctionnement;21938;COLLEGE RAYMOND BADIOU;19311321400012;Personne morale de droit public;11360.0
Fonctionnement;22209;JEUDIS DU ROCK;52493338900016;Personne morale de droit privé;1500.0
Fonctionnement;22403;ROULEZ ROSE ASSOC;48355409300011;Personne morale de droit privé;1500.0
Fonctionnement;22523;TOULOUSE A C LAFOURGUETTE XV ASSOC;44118118700010;Personne morale de droit privé;10600.0
Fonctionnement;22989;VIVRE AU SATIE ASSOC;49395130500017;Personne morale de droit privé;2500.0
Fonctionnement;23051;SAVIM SERVICE AIDE AUX VICTIMES D INFORMATION DE MEDIATION ASSOC;39102051800026;Personne morale de droit privé;238210.0
Fonctionnement;23788;SI T LIBRE ASSOC;48052368700014;Personne morale de droit privé;50016.0
Fonctionnement;23917;SOCRATE;43963163100025;Personne morale de droit privé;8000.0
Fonctionnement;24061;FRANCE SOLIDARITE ASSOC;35253368100024;Personne morale de droit privé;5000.0
Fonctionnement;24065;SOLIDARITE BOUCHONS 31 ASSOC;50513753900035;Personne morale de droit privé;1500.0
Fonctionnement;24119;LE CLAN DES SONGES ASSOC;38750430100053;Personne morale de droit privé;9900.0
Fonctionnement;24182;SOS FAMILLES EMMAUS ASSOC;39981627100015;Personne morale de droit privé;2600.0
Fonctionnement;24367;UNION DES JEUNES SPORTIFS ASSOC;49997049900020;Personne morale de droit privé;30800.0
Fonctionnement;24401;STADE TOULOUSAIN SECTION TENNIS ASSOC;77694594100024;Personne morale de droit privé;63800.0
Fonctionnement;24477;COLLEGE STENDHAL;19311630800019;Personne morale de droit public;6000.0
Fonctionnement;24555;CURE DE SAINT-PIERRE M;;Personne physique;793.47
Fonctionnement;24773;TACTIKOLLECTIF;41999613700032;Personne morale de droit privé;77500.0
Fonctionnement;24835;LE TAMBOUR ASSOC;43499108900070;Personne morale de droit privé;10000.0
Fonctionnement;24946;TCHIN TCHINE ASSOC;44872242100014;Personne morale de droit privé;12000.0
Fonctionnement;25077;TENNIS CLUB BELLEFONTAINE ASSOC;49231280600036;Personne morale de droit privé;8360.0
Fonctionnement;25192;THEATRE DU PAVE ASSOC;77691888000027;Personne morale de droit privé;191520.0
Fonctionnement;25564;LE TOURIL;30226495700010;Personne morale de droit privé;600.0
Fonctionnement;25566;SEM SO TOULOUSE;51794933500023;Personne morale de droit privé;350000.0
Fonctionnement;25613;TO7  TOULOUSE OUVERTURE 7 ASSOC;37980933800013;Personne morale de droit privé;36000.0
Fonctionnement;25869;UFAC UNION FRANCAISE DES COMBATTANTS ASSOC;51984809700019;Personne morale de droit privé;715.0
Fonctionnement;25904;UNAFAM SECTION HTE GARONNE ASSOC;78436348300040;Personne morale de droit privé;1400.0
Fonctionnement;25910;CLUB UNESCO MIDI PYRENEES;77566645600063;Personne morale de droit privé;3692.0
Fonctionnement;25930;UNIS CITE;39819156900209;Personne morale de droit privé;54000.0
Fonctionnement;26178;EMPALOT VELO CLUB;49841740100011;Personne morale de droit privé;1600.0
Fonctionnement;26597;VOIR ET COMPRENDRE ASSOC;32346975900043;Personne morale de droit privé;287578.0
Fonctionnement;26609;VOLANT CLUB TOULOUSAIN ASSOC;39871318000014;Personne morale de droit privé;6700.0
Fonctionnement;26674;CERCLE RICHARD WAGNER ASSOC;40428932400026;Personne morale de droit privé;1000.0
Fonctionnement;26906;LES ZAZOUS DU BIJOU ASSOC;37810368300017;Personne morale de droit privé;21850.0
Fonctionnement;26977;ZO KWE ZO ASSOC;49226481700023;Personne morale de droit privé;7000.0
Fonctionnement;28154;VICTORIA REGIA ASSOC;40862053200064;Personne morale de droit privé;28420.0
Fonctionnement;28897;TOULOUSE ATHLETIC CLUB FOOTBALL ASSOC;43845182500022;Personne morale de droit privé;24900.0
Fonctionnement;30010;ASPTT TOULOUSE ASSOC;33811566000080;Personne morale de droit privé;47720.0
Fonctionnement;34662;TOULOUSE IRON CLUB;41400707000025;Personne morale de droit privé;33450.0
Fonctionnement;34965;LE RELAIS ASSOC;77693922500020;Personne morale de droit privé;3400.0
Fonctionnement;40096;ADIE DROIT A L INITIATIVE ECONOMIQUE ASSOC;35221687301565;Personne morale de droit privé;44000.0
Fonctionnement;40556;7 ANIMES ASSOC;45037110900015;Personne morale de droit privé;254735.44
Fonctionnement;40916;ACADEMIE AIR ET ESPACE ASSOC;34828655000010;Personne morale de droit privé;74400.0
Fonctionnement;43058;FRANCAISE D ANCIENS COMBATTANTS VOLONTAIRES GARIBALDIENS A;50489525100024;Personne morale de droit privé;240.0
Fonctionnement;43060;UNION NATIONALE DES COMBATTANTS GROUPE DEPARTEMENTAL ASSOC;50853813900017;Personne morale de droit privé;715.0
Fonctionnement;43198;LES FILS DES TUES DE LA HAUTE GARONNE ASSOC;53871580600013;Personne morale de droit privé;302.0
Fonctionnement;44227;COMITE DE JUMELAGE TOULOUSE-ATLANTA;52023414700012;Personne morale de droit privé;2500.0
Fonctionnement;45292;UNION DEP CONSOMMATION LOGEMENT ET CADRE DE VIE CLCV31 ASSOC;42443966900047;Personne morale de droit privé;6000.0
Fonctionnement;45667;LA COMPAGNIE;40807231200056;Personne morale de droit privé;19120.0
Fonctionnement;46029;NEO TOULOUSE FUTSAL ASSOC;53002782000014;Personne morale de droit privé;2400.0
Fonctionnement;46092;1 KM A PIED;75137795300011;Personne morale de droit privé;1000.0
Fonctionnement;46115;CLUB DE L AMITIE DE TOULOUSE;75161709300024;Personne morale de droit privé;630.0
Fonctionnement;46139;BOULES RAPHAEL PARC ASSOC;75179262300017;Personne morale de droit privé;3000.0
Fonctionnement;46211;SERVICE INTERNATIONAL APPUI DEVELOPPEMENT MIDI PYRENEES ASSOC;35043193800066;Personne morale de droit privé;1000.0
Fonctionnement;46540;A TOUT PETIT PAS ASSOC;75214936900023;Personne morale de droit privé;231500.0
Fonctionnement;46598;AMISPLEGIQUES ASSOC;53336502900016;Personne morale de droit privé;500.0
Fonctionnement;46704;FILM RECHERCHE DEVELOPPEMENT DURABLE;75218545400010;Personne morale de droit privé;6000.0
Fonctionnement;46933;ATELIER REG PRATIQUE MUSICALE AMATEURS ASSOC;38051428100043;Personne morale de droit privé;6000.0
Fonctionnement;46935;ENSEMBLE VOCAL RIVE GAUCHE DE TOULOUSE;50785031100030;Personne morale de droit privé;1500.0
Fonctionnement;46986;CLUB SAINT AGNE DU 3IEME AGE;75185153600019;Personne morale de droit privé;600.0
Fonctionnement;46987;CLUB 3IEME AGE DES SEPT DENIERS;49854630800012;Personne morale de droit privé;510.0
Fonctionnement;47156;AMICALE 3IEME AGE COTE PAVEE ASSOC;75187196300011;Personne morale de droit privé;650.0
Fonctionnement;47344;TOULOUSE ATHLETIC CLUB VOLLEY BALL ASSOC;44117380400010;Personne morale de droit privé;4000.0
Fonctionnement;47349;ARTISTES DU MONDE ARABE ASSOC;50365720700018;Personne morale de droit privé;7000.0
Fonctionnement;47412;HABITAT JEUNES O TOULOUSE  ASSOC;77689862900022;Personne morale de droit privé;23300.0
Fonctionnement;47558;DEPARTEMENTALE FRANCAS HAUTE-GARONNE ASSOC;38352219000065;Personne morale de droit privé;111120.0
Fonctionnement;47892;EL ISLAH ASSOC;75234530600019;Personne morale de droit privé;400.0
Fonctionnement;47902;TOULOUSE PIERRE PAUL RIQUET ASSOC;44122068800010;Personne morale de droit privé;1900.0
Fonctionnement;49660;VIVRE LE CANAL ASSOC;75186377000010;Personne morale de droit privé;2000.0
Fonctionnement;51051;ANIMACAO ASSOC;40173822400047;Personne morale de droit privé;2000.0
Fonctionnement;51459;ENTR ACT;40214307700020;Personne morale de droit privé;2400.0
Fonctionnement;54705;LES VAGABONDS FRANCIS AZEMA ASSOC;79124135900011;Personne morale de droit privé;6050.0
Fonctionnement;54798;COMPAGNIE ANNE MA SOEUR ANNE;53823577100010;Personne morale de droit privé;2000.0
Fonctionnement;54919;TOULOUSE UNIVERSITE CLUB RUGBY;49272847200019;Personne morale de droit privé;28800.0
Fonctionnement;55062;LES AMIS DE JEAN JAURES A TOULOUSE ASSOC;79171063500016;Personne morale de droit privé;4000.0
Fonctionnement;55254;PLUMES D ELLES ASSOC;79056324100013;Personne morale de droit privé;1900.0
Fonctionnement;55456;SALAMANDRE ASSOC;42323989600032;Personne morale de droit privé;35000.0
Fonctionnement;55722;COMPAGNIE MMCC ASSOC;52527780200019;Personne morale de droit privé;1500.0
Fonctionnement;56575;TOPOPHONE ASSOC;75339292700020;Personne morale de droit privé;5800.0
Fonctionnement;58860;LES PETITS VIOLLET ASSOC;38825976400040;Personne morale de droit privé;101360.94
Fonctionnement;59736;LES P TITS LOUPS DE MONTBLANC ASSOC;75367648500018;Personne morale de droit privé;173383.08
Fonctionnement;61934;AUTISME 31 ASSOC;44508252200035;Personne morale de droit privé;1500.0
Fonctionnement;62213;LIBRES MARIANNES MIDI PYRENEES ASSOC;54004597800017;Personne morale de droit privé;480.0
Fonctionnement;62580;SPUTNIK ASSOC;51828684400056;Personne morale de droit privé;7800.0
Fonctionnement;63327;BULLES D ANGE ASSOC;53849252100025;Personne morale de droit privé;51349.38
Fonctionnement;64499;NOTE ONLY;78968415600019;Personne morale de droit privé;1500.0
Fonctionnement;67165;TFHB TOULOUSE FEMININ HANDBALL ASSOC;49070444200030;Personne morale de droit privé;83600.0
Fonctionnement;21438;RANDO PLAISIRS ASSOC;42373261900014;Personne morale de droit privé;500.0
Fonctionnement;21571;REBONDS ASSOC;47846371400038;Personne morale de droit privé;27920.0
Fonctionnement;21983;LA RIBAMBELLE ASSOC;49184908900017;Personne morale de droit privé;89650.0
Fonctionnement;22298;THEATRE GRAND ROND ASSOC;44889710800024;Personne morale de droit privé;124000.0
Fonctionnement;22357;ROTATION ASSOC;45079922600037;Personne morale de droit privé;25000.0
Fonctionnement;22995;SATUC STADE ATHLETIC TOULOUSE UNIVERSITE CLUB;38388045700015;Personne morale de droit privé;48500.0
Fonctionnement;24000;ACSTE CENTRES DE SOINS DE TOULOUSE ET ENVIRONS ASSOC;30600249400103;Personne morale de droit privé;2600.0
Fonctionnement;24064;SOLIDARITE JEUNESSE INTERNATIONALE ASSOC;47950983800013;Personne morale de droit privé;4200.0
Fonctionnement;24486;CURE PAROISSE ST ETIENNE M;;Personne physique;1231.71
Fonctionnement;24718;TOULOUSE NAT SYNCHRO ASSOC;42885267700031;Personne morale de droit privé;20000.0
Fonctionnement;24762;TABULA RASA ASSOC;44848894000017;Personne morale de droit privé;21600.0
Fonctionnement;24821;TALENTS D OC ASSOC;49190671500017;Personne morale de droit privé;1700.0
Fonctionnement;24822;THEATRE TALHERS PRODUCTION ASSOC;37926260300036;Personne morale de droit privé;4500.0
Fonctionnement;24913;THEATRE TATTOO ASSOC;42320229000031;Personne morale de droit privé;30240.0
Fonctionnement;24936;TA ASSOC;50842756400028;Personne morale de droit privé;5100.0
Fonctionnement;25071;TENDRES CALINS ASSOC;39230731000020;Personne morale de droit privé;70408.0
Fonctionnement;25097;COMITE DE LA TERRASSE ASSOC;31741036300038;Personne morale de droit privé;35520.0
Fonctionnement;25141;CYCLO CLUB LARDENNE SUD;48149123100017;Personne morale de droit privé;500.0
Fonctionnement;25161;TFC TOULOUSE FOOTBALL CLUB SASP;43895899300018;Personne morale de droit privé;835200.0
Fonctionnement;25341;ACADEMIE CHRISTOPHE TIOZZO TOULOUSE ASSOC;51838328600011;Personne morale de droit privé;24150.0
Fonctionnement;25397;ASSOC TOAC SECTION TENNIS;38516698800019;Personne morale de droit privé;4800.0
Fonctionnement;25506;TOULIBRE ASSOC;49462852200018;Personne morale de droit privé;4000.0
Fonctionnement;25509;TOULOUSE OLYMPIQUE XIII ASSOC;39177735600018;Personne morale de droit privé;66900.0
Fonctionnement;25514;LES TOULOUSAINS DE TOULOUSE ET AMIS DU VIEUX TOULOUSE ASSOC;77694616200018;Personne morale de droit privé;25000.0
Fonctionnement;25644;LA TRAME ASSOC;37795180100036;Personne morale de droit privé;6000.0
Fonctionnement;25691;TRAVERSE VIDEO ASSOC;42465514000020;Personne morale de droit privé;20000.0
Fonctionnement;25918;HABITANTS ET ASSOCIATIONS SOLIDAIRES ET UNIES POUR REUSSIR EMPALOT;39365849700028;Personne morale de droit privé;15800.0
Fonctionnement;25945;UNIVERSCENES ASSOC;49943169000019;Personne morale de droit privé;6910.0
Fonctionnement;25953;UNSS DSD DE LA HAUTE GARONNE UNION NAT  DU SPORT SCOLAIRE ASSOC;77567565500564;Personne morale de droit privé;2500.0
Fonctionnement;26192;LES PRODUCTIONS DU VENDREDI ASSOC;38944347400033;Personne morale de droit privé;13500.0
Fonctionnement;26358;MAISON ENFANCE VICTOR HUGO ASSOC;35250199300013;Personne morale de droit privé;154254.28
Fonctionnement;26563;VIVRE ENSEMBLE ASSOC;30164206200030;Personne morale de droit privé;320565.06
Fonctionnement;26614;CENTRE TOULOUSAIN DU BENEVOLAT;44916660200010;Personne morale de droit privé;630.0
Fonctionnement;27642;CENTRE ACTIVITE ANATOLE FRANCE ASSOC;34262555500020;Personne morale de droit privé;216656.44
Fonctionnement;28665;TOULOUSE UNIVERSITE CLUB;40320094200015;Personne morale de droit privé;16800.0
Fonctionnement;37067;PAROLE EXPRESSION ASSOC;40319734600022;Personne morale de droit privé;26255.0
Fonctionnement;39095;CONSISTORI DEL GAI SABER ASSOC;53449462000014;Personne morale de droit privé;3500.0
Fonctionnement;39725;RFTM RECETTE DES FINANCES TOULOUSE MUNICIPALE;13000835201018;Personne morale de droit public;-232900.0
Fonctionnement;40356;VOLONTARIAT ET SOUTIEN PAR L ART ASSOC;45272064200027;Personne morale de droit privé;650.0
Fonctionnement;40558;7 NOTRE QUARTIER SARCOS ROBERT;45157876900015;Personne morale de droit privé;1000.0
Fonctionnement;41418;LA GRAINERIE ASSOC;44492307200037;Personne morale de droit privé;31950.0
Fonctionnement;42785;ENFANCE TOUTE CULTURE;38301042800035;Personne morale de droit privé;90020.55
Fonctionnement;44226;TERRES EN MELEES;53434401500019;Personne morale de droit privé;4850.0
Fonctionnement;45770;CLUB DETENTE EVASION LAFOURGUETTE;53536399800019;Personne morale de droit privé;800.0
Fonctionnement;45795;LOISIRS ET SOLIDARITE DES RETRAITES DE LA HAUTE GARONNE ASSOC;50340766000011;Personne morale de droit privé;1000.0
Fonctionnement;46206;EUROPEAN AEROSTUDENT GAMES EAG;52879565100017;Personne morale de droit privé;500.0
Fonctionnement;46535;ECLATS;48980630700034;Personne morale de droit privé;5760.0
Fonctionnement;46928;LA BOITE A PANDORE ASSOC;43869116400042;Personne morale de droit privé;2000.0
Fonctionnement;46931;ASSOSCIENCES MIDI-PYRENEES ASSOC;53975879700010;Personne morale de droit privé;3400.0
Fonctionnement;46979;HOMODONNEUR ASSOC;75016718100015;Personne morale de droit privé;1460.0
Fonctionnement;46992;CLUB 3IEME AGE COLOMBETTE SAINT AUBIN;51321206800011;Personne morale de droit privé;400.0
Fonctionnement;47006;COMPAGNIE ICI LA-BAS ET AILLEURS;50426706300015;Personne morale de droit privé;6000.0
Fonctionnement;47322;TOULOUSE HANDBALL SASP;48389744300022;Personne morale de droit privé;835200.0
Fonctionnement;47882;CLUB 3IEME AGE LES AINES DE LA DAURADE;75274122300016;Personne morale de droit privé;550.0
Fonctionnement;47899;TEC RUGBY ASSOC;75122238100012;Personne morale de droit privé;9600.0
Fonctionnement;48355;APES ASS PARENTS D ENFANTS SOURDS MIDI-PYRENEES ASSOC;75028719500010;Personne morale de droit privé;950.0
Fonctionnement;49648;LO CONGRES PERMANENT DE LA LENGA OCCITANA ASSOC;51362263900013;Personne morale de droit privé;5400.0
Fonctionnement;50833;MIXAH ASSOC;53417730800010;Personne morale de droit privé;3000.0
Fonctionnement;51026;LES BOBINES SAUVAGES ASSOC;53805036000014;Personne morale de droit privé;14350.0
Fonctionnement;51516;ARCHIPEL ASSOC;38088919600032;Personne morale de droit privé;2900.0
Fonctionnement;51900;ITINERANCE ORALE ASSOC;78985908900011;Personne morale de droit privé;6490.0
Fonctionnement;52011;INATTENDUE S ASSOC;52862941300014;Personne morale de droit privé;1000.0
Fonctionnement;53030;DOJOTONIC;44110572300015;Personne morale de droit privé;600.0
Fonctionnement;54470;COMITE DES FETES DE TOULOUSE SAINT SIMON;79115449500018;Personne morale de droit privé;1800.0
Fonctionnement;55779;COMME UN POISSON DANS L ART;50128029100037;Personne morale de droit privé;7500.0
Fonctionnement;56252;LES AMIS DE LA HALTE SANTE ASSOC;75337194700015;Personne morale de droit privé;950.0
Fonctionnement;56760;LES MAMANS DES VERGERS ASSOC;79240068100013;Personne morale de droit privé;3500.0
Fonctionnement;58460;TOUR DE ROUTE ASSOC;52414651100018;Personne morale de droit privé;4120.0
Fonctionnement;63561;COMPAGNIE POST PARTUM;50005363200021;Personne morale de droit privé;1500.0
Fonctionnement;64431;ACTION POUR LES ORPHELINS ROUMAINS ASSOC;79929937500011;Personne morale de droit privé;150.0
Fonctionnement;64613;BAJO EL MAR ASSOC;53214701400023;Personne morale de droit privé;5000.0
Fonctionnement;64968;LOH PROD ASSOC;79952900300011;Personne morale de droit privé;2500.0
Fonctionnement;65222;AFRICLAP;79914219500012;Personne morale de droit privé;1000.0
Fonctionnement;66026;LES GENS CHARLES ASSOC;79977187800029;Personne morale de droit privé;3850.0
Fonctionnement;67485;MAISON DE QUARTIER BAGATELLE ASSOC;37825466800015;Personne morale de droit privé;4000.0
Fonctionnement;68310;MEMOIRE D AEROPOSTALE ASSOC;53802653500012;Personne morale de droit privé;8000.0
Fonctionnement;69203;LES ATELIERS DU MONDE ASSOC;53088741300033;Personne morale de droit privé;7150.0
Fonctionnement;69397;REYNERIE MIROIR ASSOC;;Personne morale de droit privé;1500.0
Fonctionnement;69658;AUTEUIL PETITE ENFANCE ASSOC;52524288900018;Personne morale de droit privé;75194.0
Fonctionnement;70297;FACE AU VENT ASSOC;79433097700016;Personne morale de droit privé;2000.0
Fonctionnement;73979;TRIATHLON TOULOUSE METROPOLE ASSOC;79784925400025;Personne morale de droit privé;5000.0
Fonctionnement;74015;QUAI ST PIERRE ASSOC;38381457100055;Personne morale de droit privé;2000.0
Fonctionnement;74189;KABYLE DE TOULOUSE ASSOC;79838504300012;Personne morale de droit privé;3000.0
Fonctionnement;74563;KEFI TAEKWONDO ASSOC;43988674800052;Personne morale de droit privé;800.0
Fonctionnement;74699;COMPAGNIE MODULA MEDULLA ASSOC;52804907500013;Personne morale de droit privé;1500.0
Fonctionnement;74711;DIVERSENIORS TOULOUSE;80774798500016;Personne morale de droit privé;1360.0
Fonctionnement;74876;COMPAGNIE DE LA DAME ASSOC;80015467600012;Personne morale de droit privé;1500.0
Fonctionnement;75018;MUSIKA ORCHESTRA ACADEMY ASSOC;81045732500019;Personne morale de droit privé;13000.0
Fonctionnement;75156;BIEN VIVRE A SAINT AUBIN ASSOC;50190646500023;Personne morale de droit privé;500.0
Fonctionnement;75258;FESTIVAL DES CINEMAS INDIENS DE TOULOUSE ASSO;81096529300014;Personne morale de droit privé;1000.0
Fonctionnement;75461;LES BONNES COPINES;80843199300019;Personne morale de droit privé;500.0
Fonctionnement;75801;ASSOC COMITE DEPARTEMENTAL HANDISPORT 31;44837729100043;Personne morale de droit privé;1700.0
Fonctionnement;78093;BARRIENTOS Walter;40133557500023;Personne physique;2160.0
Fonctionnement;79484;TOULOUSE LARDENNE BASKET ASSOC;81119468700018;Personne morale de droit privé;9000.0
Fonctionnement;80813;ASSOCIATION LE PAVE;81211736400016;Personne morale de droit privé;10500.0
Fonctionnement;80917;UN OEIL SUR MA VILLE ASSOC;81477299200016;Personne morale de droit privé;7800.0
Fonctionnement;82328;ARENE DES FAMILLES;81195837000017;Personne morale de droit privé;500.0
Fonctionnement;82422;L HUMOUR CLUB DE TOULOUSE;81800692600013;Personne morale de droit privé;27500.0
Fonctionnement;82662;COMPAGNIE LAPSUS ASSOC;81492379300016;Personne morale de droit privé;2500.0
Fonctionnement;82669;LES CHEVEUX D ARGENT ASSOC;81296951700018;Personne morale de droit privé;2400.0
Fonctionnement;17794;MICRO SILLONS ASSOC;51081264700038;Personne morale de droit privé;1000.0
Fonctionnement;17998;MIX ARTS MYRYS ASSOC;41816980100044;Personne morale de droit privé;39090.0
Fonctionnement;18001;MJC DES PONTS JUMEAUX ASSOC;32937120700021;Personne morale de droit privé;55092.0
Fonctionnement;18007;MJC ROGUET MAISON JEUNES CULTURE ASSOC;31719442100010;Personne morale de droit privé;29192.0
Fonctionnement;18347;AUTRES MOTS ASSOC;43337602700028;Personne morale de droit privé;2700.0
Fonctionnement;19085;CONVERGENCIA OCCITANA;44342665500025;Personne morale de droit privé;73250.0
Fonctionnement;19219;JUDO OLYMPIA GYM ASSOC;42048244000021;Personne morale de droit privé;2860.0
Fonctionnement;19260;ON OFF MANIFESTO ASSOC;45287350800017;Personne morale de droit privé;18630.0
Fonctionnement;19341;ORGETCOM ASSOC;43756290300033;Personne morale de droit privé;3500.0
Fonctionnement;19362;CLUB 3EME AGE ORMEAU MONTAUDRAN;50010836000016;Personne morale de droit privé;1000.0
Fonctionnement;19454;COMPAGNIE DU REVOIR;50053909300012;Personne morale de droit privé;4000.0
Fonctionnement;19697;JUVENTUS DE PAPUS ASSOC;44287408700012;Personne morale de droit privé;25000.0
Fonctionnement;19748;ECOLE DES PARENTS ET EDUCATEURS;32054356400050;Personne morale de droit privé;18970.86
Fonctionnement;19791;PARLE AVEC ELLES;53160496500032;Personne morale de droit privé;21500.0
Fonctionnement;19931;LES PETITS FRERES DES PAUVRES ASSOC;77568025900303;Personne morale de droit privé;10000.0
Fonctionnement;20325;STE TOULOUSAINE DE PHILOSOPHIE ASSOC;50365706600018;Personne morale de droit privé;1000.0
Fonctionnement;20836;UNION SPORTIVE POUVOURVILLE ASSOC;49015287300017;Personne morale de droit privé;13000.0
Fonctionnement;20898;CRECHE PARENTALE PREMIERS PAS SUR LA TERRASSE;34191021400020;Personne morale de droit privé;96225.0
Fonctionnement;20975;PRISM POUR LA RECHERCHE ET INFO SOCIALE ET MEDICALE ASSOC;34970891700043;Personne morale de droit privé;13000.0
Fonctionnement;21628;REGARTS ASSOC;50163450500025;Personne morale de droit privé;13800.0
Fonctionnement;21888;RESTAURANT DU COEUR LES RELAIS DU COEUR ASSOC;38153384300045;Personne morale de droit privé;10000.0
Fonctionnement;22087;CRECHE PARENTALE RIRES GRIMACES ASSOC;33177215200046;Personne morale de droit privé;111640.33
Fonctionnement;22219;RODEO FOOTBALL CLUB;41362612800032;Personne morale de droit privé;76000.0
Fonctionnement;22720;FOLLES SAISONS ASSOC;43805404100019;Personne morale de droit privé;8000.0
Fonctionnement;23193;SCOUTS MUSULMANS DE FRANCE;39353089400129;Personne morale de droit privé;9000.0
Fonctionnement;23268;INFOS SECTES ASSOC;44924988700026;Personne morale de droit privé;1440.0
Fonctionnement;23427;LE PRINTEMPS DE SEPTEMBRE;38954784500047;Personne morale de droit privé;370650.0
Fonctionnement;23507;CLUB DU 3E AGE ST MARTIN DU TOUCH;51157790000018;Personne morale de droit privé;1000.0
Fonctionnement;23520;SESAME AUTISME MIDI PYRENEES ASSOC;41837565500010;Personne morale de droit privé;1350.0
Fonctionnement;24032;1 2 3 SOLEIL CLAE ASSOC;42312058300020;Personne morale de droit privé;400520.52
Fonctionnement;24364;CLUB TOULOUSAIN SPORT ADAPTE;44141970200010;Personne morale de droit privé;2000.0
Fonctionnement;24410;AMICALE LAIQUE ST AGNE ASSOC;38332336700011;Personne morale de droit privé;109157.78
Fonctionnement;25003;TEFC TOULOUSE EMPALOT FOOT CLUB ASSOC;42238712600010;Personne morale de droit privé;17500.0
Fonctionnement;25190;THEATRE NATIONAL TOULOUSE MIDI-PYRENEES SAS;30612789500044;Personne morale de droit privé;40000.0
Fonctionnement;25363;TITIEN GOYA FOOTBALL;44069582300029;Personne morale de droit privé;13700.0
Fonctionnement;25399;TOAC TOULOUSE OLYMPIQUE AEROSPATIALE CLUB ASSOC;77694580000022;Personne morale de droit privé;63150.0
Fonctionnement;25641;TRAJECTOIRE ASSOC;41878170400014;Personne morale de droit privé;13000.0
Fonctionnement;25684;FAMILLES DE TRAUMATISES CRANIENS ET CEREBROLES MIDI-PYRENEES;43369776000026;Personne morale de droit privé;500.0
Fonctionnement;25737;TOULOUSE TRIATHLON ASSOC;44103517700019;Personne morale de droit privé;7000.0
Fonctionnement;25764;TUC TRIATHLON ASSOC;48057795600018;Personne morale de droit privé;7000.0
Fonctionnement;25773;TROMBONE ASSOC;44200396800033;Personne morale de droit privé;9500.0
Fonctionnement;25777;TROPIK FOOTBALL CLUB ASSOC;50183441000026;Personne morale de droit privé;2000.0
Fonctionnement;25868;SYNDICAT UECT UNSA UNION EMPLOYE;;Personne morale de droit privé;2386.95
Fonctionnement;25872;UFCV MIDI PYRENEES ASSOC;77568562101133;Personne morale de droit privé;94835.74
Fonctionnement;26578;GROUPE VOCAL RENAISSANCE ASSOC;51333335100015;Personne morale de droit privé;500.0
Fonctionnement;26822;YAKA POUCHKA ASSOC;44503467100013;Personne morale de droit privé;2498.0
Fonctionnement;34978;LIEU RESSOURCE FORMATION;33398516600029;Personne morale de droit privé;25000.0
Fonctionnement;36948;ADEPAPE ENTRAIDE PUPILLES DE L ETAT ASSOC;47866695100023;Personne morale de droit privé;2600.0
Fonctionnement;37907;GRISELIDIS ASSOC;43243801800041;Personne morale de droit privé;38360.0
