nomAttribuant;idAttribuant;dateConvention;referenceDecision;nomBeneficiaire;idBeneficiaire;objet;montant;nature;conditionsVersement;datesPeriodeVersement;idRAE;notificationUE;pourcentageSubvention
Toulouse Métropole;24310051800170;;;3F OCCITANIE SA;71682041000026;Subvention d'équipement;130020.0;aide en numéraire;échelonné;2013-12-02;;non;1
Toulouse Métropole;24310051800170;;;ACOUCITE ASSOC;41011843400035;Subvention de Fonctionnement;25000.0;aide en numéraire;échelonné;2013-11-20;;non;1
Toulouse Métropole;24310051800170;;;A CROQUER;82953728100018;Subvention de Fonctionnement;3000.0;aide en numéraire;unique;2013-05-29;;non;1
Toulouse Métropole;24310051800170;;;AEROSPACE VALLEY;48428452600072;Subvention de Fonctionnement;100000.0;aide en numéraire;unique;2013-07-29;;non;1
Toulouse Métropole;24310051800170;;;AGIT GROUPE INTERVENTIONS THEATRALES ASSOC;37782452900038;Subvention de Fonctionnement;20000.0;aide en numéraire;unique;2013-07-29;;non;1
Toulouse Métropole;24310051800170;;;ASS DEV EPREUV EDUCAT ECO-MOBILITE ASSOC;51272762900028;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;2013-10-11;;non;1
Toulouse Métropole;24310051800170;;;CHAMBRE DEPT  AGRICULTURE HAUTE-GARONNE;18310004900026;Subvention de Fonctionnement;6450.0;aide en numéraire;unique;2013-10-17;;non;1
Toulouse Métropole;24310051800170;;;CLAP MIDI PYRENEES - CRLAPP;47921525300028;Subvention de Fonctionnement;1500.0;aide en numéraire;unique;2013-11-26;;non;1
Toulouse Métropole;24310051800170;;;COMMUNE DE TOULOUSE;21310555400017;Subvention de Fonctionnement;35250.0;aide en numéraire;échelonné;2013-12-17;;non;1
Toulouse Métropole;24310051800170;;;COMPAGNIE DES MOBILITES SARL;52156374200035;Subvention de Fonctionnement;19000.0;aide en numéraire;unique;2013-12-04;;non;1
Toulouse Métropole;24310051800170;;;COMPETENCES PLUS ASSOC;52178647500025;Subvention de Fonctionnement;24000.0;aide en numéraire;échelonné;2013-12-19;;non;1
Toulouse Métropole;24310051800170;;;COOP ACTION SARL;44238180200028;Subvention de Fonctionnement;18000.0;aide en numéraire;échelonné;2013-12-19;;non;1
Toulouse Métropole;24310051800170;;;DEPART PROTECTION CIVILE DE LA HAUTE GARONNE  ASSOC;31212697200032;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;2013-10-07;;non;1
Toulouse Métropole;24310051800170;;;DES ETOILES ET DES AILES ASSOC;52761054700012;Subvention de Fonctionnement;40000.0;aide en numéraire;échelonné;2013-12-23;;non;1
Toulouse Métropole;24310051800170;;;ETRE MOBILE C EST PERMIS;52955579900038;Subvention de Fonctionnement;1500.0;aide en numéraire;unique;2013-05-29;;non;1
Toulouse Métropole;24310051800170;;;FACE GRAND TOULOUSE  ASSOC;43482616000062;Subvention de Fonctionnement;37000.0;aide en numéraire;échelonné;2013-12-19;;non;1
Toulouse Métropole;24310051800170;;;FESTIVAL LIVRE JEUNESSE OCCITANIE;44446126300014;Subvention de Fonctionnement;6000.0;aide en numéraire;unique;2013-07-29;;non;1
Toulouse Métropole;24310051800170;;;FFPE FEDERATION DES FEMMES POUR L EUROPE;39142818200029;Subvention de Fonctionnement;13754.0;aide en numéraire;échelonné;2013-09-10;;non;1
Toulouse Métropole;24310051800170;;;GENERATIONS CANDIE ASSOC;;Subvention de Fonctionnement;3500.0;aide en numéraire;unique;2013-12-31;;non;1
Toulouse Métropole;24310051800170;;;GNSS USAGE INNOVATION AND DEVELOPPEMENTOF EXCELLENCE ASSOC;52435124400016;Subvention d'équipement;50000.0;aide en numéraire;unique;2013-07-29;;non;1
Toulouse Métropole;24310051800170;;;ICF ATLANTIQUE HLM SA;77569088600822;Subvention d'équipement;1051428.0;aide en numéraire;échelonné;2013-06-11;;non;1
Toulouse Métropole;24310051800170;;;LA GLANERIE ASSOC;45357906200051;Subvention de Fonctionnement;130000.0;aide en numéraire;échelonné;2013-12-31;;non;1
Toulouse Métropole;24310051800170;;;LA MENAGERIE ASSOC;43143635100032;Subvention de Fonctionnement;12500.0;aide en numéraire;unique;2013-02-25;;non;1
Toulouse Métropole;24310051800170;;;MIDI PYRENEES ACTIVE ASSOC;47960447200049;Subvention de Fonctionnement;69700.0;aide en numéraire;échelonné;2013-12-23;;non;1
Toulouse Métropole;24310051800170;;;MISSION LOCALE ASSOCIATION SIEGE ASSOC;32871136100159;Subvention de Fonctionnement;29000.0;aide en numéraire;échelonné;2013-12-31;;non;1
Toulouse Métropole;24310051800170;;;MIX ARTS MYRYS ASSOC;41816980100044;Subvention de Fonctionnement;117590.0;aide en numéraire;échelonné;2013-12-18;;non;1
Toulouse Métropole;24310051800170;;;MOUVEMENT ASSOCIATIF OCCITANIE;48443829600036;Subvention de Fonctionnement;180000.0;aide en numéraire;échelonné;2013-12-20;;non;1
Toulouse Métropole;24310051800170;;;OFFICE DU TOURISME DE TOULOUSE;45096085100019;Subvention de Fonctionnement;20000.0;aide en numéraire;unique;2013-10-04;;non;1
Toulouse Métropole;24310051800170;;;ORANGE SA;38012986646850;Subvention d'équipement;207752.52;aide en numéraire;échelonné;2013-12-03;;non;1
Toulouse Métropole;24310051800170;;;PLANETE SCIENCES OCCITANIE;39507200200045;Subvention de Fonctionnement;4000.0;aide en numéraire;unique;2013-12-03;;non;1
Toulouse Métropole;24310051800170;;;PREFIG CONFLUENCE GARONNE ARIEGE ASSOC;50036347800016;Subvention de Fonctionnement;12500.0;aide en numéraire;unique;2013-11-04;;non;1
Toulouse Métropole;24310051800170;;;PREVENTION ROUTIERE ASSOC;77571979202437;Subvention de Fonctionnement;2000.0;aide en numéraire;unique;2013-07-19;;non;1
Toulouse Métropole;24310051800170;;;PROMOLOGIS SA;69080205300023;Subvention d'équipement;3555171.75;aide en numéraire;échelonné;2013-12-05;;non;1
Toulouse Métropole;24310051800170;;;SA D HABITATIONS A LOYER MODERE ALTEAL SA;63080226200034;Subvention d'équipement;710146.8;aide en numéraire;échelonné;2013-11-25;;non;1
Toulouse Métropole;24310051800170;;;SEM ALTIGONE;38360561500012;Subvention de Fonctionnement;12500.0;aide en numéraire;unique;2013-03-19;;non;1
Toulouse Métropole;24310051800170;;;SEMECCEL CITE DE L ESPACE;40826624500021;Subvention d'équipement;640082.47;aide en numéraire;échelonné;2013-07-12;;non;1
Toulouse Métropole;24310051800170;;;SEMIDIAS;39839432000012;Subvention de Fonctionnement;66920.47;aide en numéraire;échelonné;2013-11-25;;non;1
Toulouse Métropole;24310051800170;;;SNCF;80833267000013;Subvention d'équipement;18383.0;aide en numéraire;unique;2013-07-09;;non;1
Toulouse Métropole;24310051800170;;;SYNDICAT FORCE OUVRIERE TM;;Subvention de Fonctionnement;2341.0;aide en numéraire;unique;2013-12-13;;non;1
Toulouse Métropole;24310051800170;;;SYNDICAT INTERCO CFDT MAIRIE TOULOUSE METROPOLE;;Subvention de Fonctionnement;853.2;aide en numéraire;unique;2013-12-13;;non;1
Toulouse Métropole;24310051800170;;;TISSEO COLLECTIVITES SMTC AGGLOMERATION TOULOUSAINE;25310098600046;Subvention d'équipement;334500.0;aide en numéraire;unique;2013-04-16;;non;1
Toulouse Métropole;24310051800170;;;TRAVAIL DIFFERENT ASSOC;32789429100035;Subvention de Fonctionnement;8154.56;aide en numéraire;unique;2013-07-11;;non;1
Toulouse Métropole;24310051800170;;;UNIVERSITE TOULOUSE 1 CAPITOLE;19311382600013;Subvention d'équipement;1100000.0;aide en numéraire;unique;2013-07-23;;non;1
Toulouse Métropole;24310051800170;;;PRISM POUR LA RECHERCHE ET INFO SOCIALE ET MEDICALE ASSOC;34970891700043;Subvention de Fonctionnement;603.51;aide en numéraire;unique;2013-12-31;;non;1
Toulouse Métropole;24310051800170;;;SM POUR L AMENAGEMENT DE LA FORET BOUCONNE;25310113300044;Subvention de Fonctionnement;200000.0;aide en numéraire;unique;2013-08-19;;non;1
Toulouse Métropole;24310051800170;;;RESEAU ENTREPRENDRE OCCITANIE GARONNE;44930475700031;Subvention de Fonctionnement;14400.0;aide en numéraire;échelonné;2013-12-23;;non;1
Toulouse Métropole;24310051800170;;;ORCHESTRE DE CHAMBRE DE TOULOUSE SCCP;47997515300020;Subvention de Fonctionnement;50000.0;aide en numéraire;échelonné;2013-11-20;;non;1
Toulouse Métropole;24310051800170;;;REGIONALE FNARS MIDI PYRENEES ASSOC;41071364800013;Subvention de Fonctionnement;9000.0;aide en numéraire;unique;2013-11-20;;non;1
Toulouse Métropole;24310051800170;;;PATRIMOINE LANGUEDOCIENNE HLM SA;55080277100034;Subvention d'équipement;1918852.11;aide en numéraire;échelonné;2013-12-06;;non;1
Toulouse Métropole;24310051800170;;;SCIENCE ANIMATION;33967328700027;Subvention de Fonctionnement;10500.0;aide en numéraire;échelonné;2013-08-21;;non;1
Toulouse Métropole;24310051800170;;;SOLAGRO ASSOC;32451090800050;Subvention de Fonctionnement;74911.76;aide en numéraire;échelonné;2013-12-11;;non;1
Toulouse Métropole;24310051800170;;;REFLET 31;48197388100016;Subvention de Fonctionnement;9047.94;aide en numéraire;unique;2013-07-11;;non;1
Toulouse Métropole;24310051800170;;;SYNDICAT SUD CUTM;;Subvention de Fonctionnement;1120.0;aide en numéraire;unique;2013-12-13;;non;1
Toulouse Métropole;24310051800170;;;DEPART PROTECTION CIVILE DE LA HAUTE GARONNE  ASSOC;31212697200032;Subvention d'équipement;5000.0;aide en numéraire;unique;2013-11-05;;non;1
Toulouse Métropole;24310051800170;;;DEPARTEMENT DE LA HAUTE-GARONNE PRINCIPAL;22310001700423;Subvention d'équipement;1058374.93;aide en numéraire;échelonné;2014-01-06;;non;1
